|part_of_speech|word_de|word_pl_de|sentence_de|word_en|sentence_en
2438|verb|anregen, regt an, regte an, hat angeregt||Das Buch regt zum Nachdenken an.|to encourage, suggest, stimulate|The book stimulates thought.
2439|verb|aufwachsen, wächst auf, wuchs auf, ist aufgewachsen||Er wuchs in einer kleinen Stadt auf.|to grow up|He grew up in a small town.
2440|verb|beherrschen, beherrscht, beherrschte, hat beherrscht||Er beherrscht die Sprache gut.|to control, rule, master|He has mastered the language well.
2441|das|Island||Island ist sehr kalt im Winter.|Iceland|Iceland is very cold in winter.
2442|das|das Kreuz||Das rote Kreuz ist ein Symbol der Hilfe.|cross|The red cross is a symbol of help.
2443|der|der Motor||Der Motor des Autos war defekt.|motor, engine|The car's engine was defective.
2444|die|die Sendung||Die Sendung lief gestern im Fernsehen.|broadcast|The broadcast was on TV yesterday.
2445|die|die Aktie||Die Aktie stieg gestern um 5%.|share|The share price rose by 5% yesterday.
2446|adv|höchstens||Es dauert höchstens eine Stunde.|at most|It takes at most an hour.
2447|adj|trocken||Das Brot ist leider trocken geworden.|dry|The bread has unfortunately become dry.
2448|die|die Ukraine||Die Ukraine ist ein großes Land.|Ukraine|Ukraine is a large country.
2449|die|die Wechselwirkung||Die Wechselwirkung wurde untersucht.|interaction|The interaction was studied.
2450|die|die Bibliothek||Die Bibliothek hat viele Bücher.|library|The library has many books.
2451|adv|ebenda||Das Zitat stammt ebenda aus dem Buch.|ibidem, at the same place|The quote comes from the same place in the book.
2452|adv|hoffentlich||Hoffentlich kommt er pünktlich.|hopefully|Hopefully, he will arrive on time.
2453|der, die|die Erwachsene||Die Erwachsenen hatten viel Spaß.|adult, grown-up|The adults had a lot of fun.
2454|die|die WM (Weltmeisterschaft)||Die WM beginnt nächsten Monat in Katar.|world championship|The World Championship starts next month in Qatar.
2455|verb|zurückführen, führt zurück, führte zurück, hat zurückgeführt||Er führt den Erfolg auf das Team zurück.|to attribute, trace back|He attributes the success to the team.
2456|das|das Bruttoinlandsprodukt||Das Bruttoinlandsprodukt steigt.|gross domestic product, GDP|The gross domestic product is rising.
2457|adj|friedlich||Ein friedlicher Protest fand statt.|peaceful|A peaceful protest took place.
2458|der|der Verkäufer||Der Verkäufer bot einen guten Preis an.|salesman, seller|The salesman offered a good price.
2459|adj|vernünftig||Das war eine vernünftige Entscheidung.|sensible, reasonable|That was a sensible decision.
2460|die|die Matrix||Die Matrix enthält viele Zahlen.|matrix|The matrix contains many numbers.
2461|verb|abholen, holt ab, holte ab, hat abgeholt||Er holt das Paket von der Post ab.|to get, fetch, pick up|He picks up the package from the post office.
2462|adj|gegenwärtig||Die gegenwärtige Lage ist schwierig.|present, current|The current situation is difficult.
2463|der|der Organismus||Der Organismus reagiert schnell.|organism|The organism reacts quickly.
2464|die|die Ressource||Die Ressource wurde nachhaltig genutzt.|resource|The resource was used sustainably.
2465|verb|trauen, traut, traute, hat getraut||Er traut sich, allein zu reisen.|to trust, dare to|He dares to travel alone.
2466|das|das Vorbild||Er ist für viele ein großes Vorbild.|role model, example|He is a great role model for many.
2467|verb|vorlegen, legt vor, legte vor, hat vorgelegt||Er legte seine Ideen dem Team vor.|to present, provide, produce|He presented his ideas to the team.
2468|adj|wahnsinnig||Der Verkehr in der Stadt ist wahnsinnig.|insane|The traffic in the city is insane.
2469|adj|erstaunlich||Ihre erstaunliche Idee wurde umgesetzt.|astonishing|Her astonishing idea was implemented.
2470|verb|grinsen, grinst, grinste, hat gegrinst||Er grinst schelmisch nach der Frage.|to grin|He grins mischievously after the question.
2471|der|der Koffer||Der Koffer ist schwer und voll.|suitcase|The suitcase is heavy and full.
2472|adj|emotional||Das Gespräch wurde sehr emotional.|emotional|The conversation became very emotional.
2473|verb|erstellen, erstellt, erstellte, hat erstellt||Er erstellt eine Liste mit allen Namen.|to build, draw up, produce|He is drawing up a list with all the names.
2474|num|fünfzig||Fünfzig Leute kamen zur Party.|fifty|Fifty people came to the party.
2475|die|die Kugel||Die Kugel rollte über den Tisch.|ball, sphere, bullet|The ball rolled across the table.
2476|das|das Rad||Das Rad dreht sich immer schneller.|wheel|The wheel is spinning faster and faster.
2477|verb|ausbauen, baut aus, baute aus, hat ausgebaut||Er baute das Haus zu einem Hotel aus.|to extend, expand, enlarge|He expanded the house into a hotel.
2478|verb|anzeigen, zeigt an, zeigte an, hat angezeigt||Er zeigte den Diebstahl sofort an.|to report, sue, indicate, show|He immediately reported the theft.
2479|der|der Schwerpunkt||Der Schwerpunkt liegt auf Bildung.|focus, main emphasis, center of gravity|The focus is on education.
2480|die|die Überzeugung||Seine Überzeugung war unerschütterlich.|conviction|His conviction was unshakable.
2481|die|die Ableitung||Die Ableitung der Formel ist schwierig.|derivation|The derivation of the formula is difficult.
2482|verb|aussteigen, steigt aus, stieg aus, ist ausgestiegen||Er stieg an der letzten Haltestelle aus.|to get off, get out|He got off at the last stop.
2483|das|das Chromosom||Das Chromosom wurde genau untersucht.|chromosome|The chromosome was thoroughly examined.
2484|adj|vergleichbar||Die Ergebnisse sind kaum vergleichbar.|comparable|The results are hardly comparable.
2485|verb|anhören, hört an, hörte an, hat angehört||Ich möchte mir seine Meinung anhören.|to listen to|I want to listen to his opinion.
2486|die|die Tonne||Die Tonne ist bis obenhin gefüllt.|ton, barrel, bin|The barrel is filled to the top.
2487|verb|verleihen, verleiht, verlieh, hat verliehen||Die Bibliothek verleiht auch DVDs.|to lend, award|The library also lends out DVDs.
2488|der|der Arbeiter||Der Arbeiter begann frühmorgens.|worker|The worker started early in the morning.
2489|der|das Bord||Das Gepäck liegt sicher an Bord.|board|The luggage is safely on board.
2490|verb|entspannen, entspannt, entspannte, hat entspannt||Er entspannt sich gerne im Park.|to relax|He likes to relax in the park.
2491|adv|kürzlich||Ich habe ihn kürzlich gesehen.|recently|I saw him recently.
2492|verb|beurteilen, beurteilt, beurteilte, hat beurteilt||Er beurteilt die Lage kritisch.|to assess, judge|He critically assesses the situation.
2493|verb|raten, rät, riet, hat geraten||Er rät ihm, vorsichtig zu sein.|to advise, guess|He advises him to be careful.
2494|der|der Schnitt||Der Schnitt teilt den Apfel in zwei.|cut|The cut divides the apple in two.
2495|adj|wertvoll||Der Ring war klein, aber sehr wertvoll.|valuable|The ring was small but very valuable.
2496|der|der Erzähler||Der Erzähler fesselte das Publikum.|storyteller, narrator|The narrator captivated the audience.
2497|das|das Gold||Das Gold glänzt im Sonnenlicht.|gold|The gold shines in the sunlight.
2498|adj|umstritten||Die Entscheidung war umstritten.|disputed|The decision was disputed.
2499|verb|aufsteigen, steigt auf, stieg auf, ist aufgestiegen||Der Ballon steigt in den Himmel auf.|to rise (up), move up|The balloon rises into the sky.
2500|adj|biologisch||Sie kaufen nur biologische Lebensmittel.|biological|They only buy biological food.
2501|adj|vielfältig||Die Auswahl im Laden war vielfältig.|diverse, varied|The selection in the store was diverse.
2502|adj|wirksam||Das Medikament ist sehr wirksam.|effective|The medication is very effective.
2503|verb|überlassen, überlässt, überließ, hat überlassen||Er überließ ihr die Entscheidung.|to leave|He left the decision to her.
2504|verb|identifizieren, identifiziert, identifizierte, hat identifiziert||Er identifizierte die Probleme schnell.|to identify|He quickly identified the problems.
2505|der|der Mittelwert||Der Mittelwert der Daten ist berechnet.|average, mean|The mean of the data has been calculated.
2506|der|der Stil||Der Stil des Hauses gefällt mir.|style|I like the style of the house.
2507|die|die Atmosphäre||Die Atmosphäre im Raum war angespannt.|atmosphere|The atmosphere in the room was tense.
2508|die|die Beschäftigung||Er fand schnell eine neue Beschäftigung.|employment, work, job, pursuit|He quickly found a new job.
2509|verb|hinzufügen, fügt hinzu, fügte hinzu, hat hinzugefügt||Er fügte eine Bemerkung hinzu.|to add|He added a remark.
2510|adj|indirekt||Er gab nur indirekte Hinweise.|indirect|He only gave indirect hints.
2511|der|der Zeitraum||Der Zeitraum umfasst einige Monate.|period of time|The period covers a few months.
2512|verb|aufkommen, kommt auf, kam auf, ist aufgekommen||Plötzlich kam ein heftiger Wind auf.|to come up, arise, pay for|Suddenly, a strong wind came up.
2513|adv|plus||Morgen erwarten wir 10 Grad plus.|plus|Tomorrow, we expect plus 10 degrees.
2514|conj|plus||Er verdient 50 Euro plus Bonus.|plus|He earns 50 euros plus a bonus.
2515|das|das Plus||Ein Plus des Jobs ist das hohe Gehalt.|plus|A plus of the job is the high salary.
2516|die|die Schwingung||Die Schwingung war deutlich spürbar.|vibration|The vibration was clearly noticeable.
2517|der|der Vektor||Der Vektor zeigt die Richtung an.|vector|The vector indicates the direction.
2518|der|der Sauerstoff||Der Patient benötigt Sauerstoff.|oxygen|The patient needs oxygen.
2519|die|die Äußerung||Die Äußerung löst Empörung aus.|comment|The comment causes outrage.
2520|verb|ausziehen, zieht aus, zog aus, ist ausgezogen||Er zog aus dem Haus seiner Eltern aus.|to move out, take off (clothes)|He moved out of his parents' house.
2521|die|die Gewerkschaft||Die Gewerkschaft fordert höhere Löhne.|trade union|The trade union demands higher wages.
2522|der|der Tourismus||Der Tourismus wächst jährlich.|tourism|Tourism is growing yearly.
2523|adj|flach||Das flache Land erstreckt sich weit.|flat, low, shallow|The flat land stretches far.
2524|verb|transportieren, transportiert, transportierte, hat transportiert||Wir transportieren die Ware per Lkw.|to transport|We transport the goods by truck.
2525|adj|einheimisch||Er bevorzugt einheimische Produkte.|native|He prefers native products.
2526|der|der Winkel||Der Winkel des Dachs war zu steil.|angle, corner|The angle of the roof was too steep.
2527|adj|sauer||Der saure Apfel schmeckt mir nicht.|sour, angry|I don't like the taste of the sour apple.
2528|verb|vermissen, vermisst, vermisste, hat vermisst||Er vermisst seine Heimat sehr.|to miss|He misses his homeland very much.
2529|das|das Geschlecht||Das Geschlecht spielt keine Rolle.|sex, gender|Gender does not matter.
2530|adj|attraktiv||Das attraktive Angebot lockte Käufer an.|attractive|The attractive offer drew in buyers.
2531|die|die Aussicht||Die Aussicht von hier ist schön.|prospect, view|The view from here is beautiful.
2532|die|die Betriebswirtschaftslehre||Er studiert Betriebswirtschaftslehre.|business administration|He is studying business administration.
2533|der|der Held||Der Held besiegte den Drachen.|hero|The hero defeated the dragon.
2534|num|sechzig||Sechzig Gäste wurden eingeladen.|sixty|Sixty guests were invited.
2535|die|die Base||Die Base reagierte mit der Säure.|base, alkali|The base reacted with the acid.
2536|die|die Bilanz||Die Bilanz des Unternehmens ist positiv.|balance (sheet), result|The company's balance sheet is positive.
2537|das|das Geheimnis||Das Geheimnis wurde endlich gelüftet.|secret|The secret was finally revealed.
2538|adv|spätestens||Spätestens um zehn Uhr müssen wir los.|at the latest|We must leave at the latest by ten o'clock.
2539|adj|dramatisch||Der Unfall hatte dramatische Folgen.|dramatic|The accident had dramatic consequences.
2540|die|die Ehre||Es war eine große Ehre, ihn zu treffen.|honor|It was a great honor to meet him.
2541|verb|entschließen (sich), entschließt, entschloss, hat entschlossen||Sie entschloss sich für das Angebot.|to decide|She decided on the offer.
2542|verb|gewöhnen, gewöhnt, gewöhnte, hat gewöhnt||Er gewöhnte sich schnell an die Arbeit.|to get used to|He quickly got used to the work.
2543|verb|hingehen, geht hin, ging hin, ist hingegangen||Er ging hin, um zu sehen, was los war.|to go (there)|He went there to see what was happening.
2544|verb|zittern, zittert, zitterte, hat gezittert||Er zitterte vor Kälte in der Nacht.|to tremble, shiver|He shivered from the cold at night.
2545|der|der Dialog||Der Dialog im Film war spannend.|dialogue|The dialogue in the movie was exciting.
2546|der|der Schuss||Ein Schuss fiel in der Stille der Nacht.|shot|A shot rang out in the silence of the night.
2547|das|das Seminar||Das Seminar behandelte aktuelle Themen.|seminar|The seminar covered current topics.
2548|die|die Werbung||Die Werbung im Fernsehen ist oft nervig.|advertising|The advertising on TV is often annoying.
2549|die|die Blume||Die Blume blühte in voller Pracht.|flower|The flower bloomed in full glory.
2550|der|der Schreibtisch||Der Schreibtisch ist aus Holz.|desk|The desk is made of wood.
2551|verb|verlieben (sich), verliebt, verliebte, hat verliebt||Er verliebte sich Hals über Kopf.|to fall in love|He fell head over heels in love.
2552|verb|winken, winkt, winkte, hat gewinkt||Er winkt zum Abschied aus dem Auto.|to wave|He waves goodbye from the car.
2553|verb|fliehen, flieht, floh, ist geflohen||Viele Menschen flohen vor dem Krieg.|to flee, escape|Many people fled the war.
2554|verb|interpretieren, interpretiert, interpretierte, hat interpretiert||Er interpretierte das Gedicht anders.|to interpret|He interpreted the poem differently.
2555|adj|olympisch||Er trainiert für die olympischen Spiele.|Olympic|He is training for the Olympic Games.
2556|adj|verdammt||Der verdammte Lärm störte mich.|damned|The damned noise bothered me.
