|word_deu|part_of_speech_deu|word_eng|sentence_deu|sentence_eng|sentence_lemmatized_deu
67396.0|die Hörsprechgarnitur|noun|the headset|Die Hörsprechgarnitur erleichtert die Kommunikation beim Arbeiten.|The headset makes communication easier while working.|der;Hörsprechgarnitur;erleichtern;der;Kommunikation;bei;Arbeiten
67436.0|wegrationalisieren|verb|to rationalize away|Die Firma versuchte, die ineffizienten Abläufe wegzurationalisieren.|The company tried to rationalize away the inefficient processes.|der;Firma;versuchen;der;ineffizient;Ablauf;wegrationalisieren
67440.0|das Gelöbnis|noun|the vow|Das Gelöbnis der Verliebten war emotional und tief berührend.|The vow of the lovers was emotional and deeply touching.|der;Gelöbnis;der;verliebter;sein;emotional;und;tief;berührend
67441.0|aufmarschieren|verb|to march in|Die Soldaten marschieren stolz in die Arena auf, um zu jubeln.|The soldiers march in proudly to the arena to cheer.|der;Soldat;aufmarschieren;stolz;in;der;Arena;auf;um;zu;jubeln
67470.0|der Mobilfunk|noun|the mobile communication|Der Mobilfunk hat unsere Art zu kommunizieren revolutioniert.|The mobile communication has revolutionized our way of communicating.|der;Mobilfunk;haben;unser;Art;zu;kommunizieren;revolutionieren
67537.0|das Callcenter|noun|the call center|Das Callcenter arbeitet rund um die Uhr, um Kundenfragen zu klären.|The call center operates around the clock to address customer inquiries.|der;Callcenter;arbeiten;rund;um;der;Uhr;um;Kundenfrage;zu;klären
67550.0|die Anlage|noun|the facility|Die neue Anlage im Sportzentrum zieht viele Fitnessbegeisterte an.|The new facility in the sports center attracts many fitness enthusiasts.|der;neu;Anlage;in;Sportzentrum;anziehen;vieler;Fitnessbegeisterte;an
67586.0|die Kontoführungsgebühr|noun|the account maintenance fee|Die Kontoführungsgebühr wird monatlich abgebucht und kann hoch sein.|The account maintenance fee is deducted monthly and can be high.|der;Kontoführungsgebühr;werden;monatlich;abbuchen;und;können;hoch;sein
67687.0|der Reichstag|noun|the parliament|Der Reichstag in Berlin ist ein Symbol für die deutsche Demokratie.|The parliament in Berlin is a symbol of German democracy.|der;Reichstag;in;Berlin;sein;ein;Symbol;für;der;deutsch;Demokratie
67709.0|die Kuppel|noun|the dome|Die Kuppel der Kathedrale strahlt im Licht der untergehenden Sonne.|The dome of the cathedral shines in the light of the setting sun.|der;Kuppel;der;Kathedrale;strahlen;in;Licht;der;untergehend;Sonne
67795.0|Häufung|noun|the accumulation|Die Häufung von Lehrmaterialien erschwert die Prüfungsvorbereitung.|The accumulation of study materials complicates exam preparation.|der;Häufung;von;Lehrmaterialie;erschweren;der;Prüfungsvorbereitung
67848.0|der Stinkefinger|noun|the middle finger|Sein Stinkefinger zeigte seine Wut, als er sich geärgert fühlte.|His middle finger showed his anger when he felt irritated.|sein;Stinkefinger;zeigen;sein;Wut;als;er;sich;ärgeren;fühlen
67853.0|das Schmähgedicht|noun|the satire|Das Schmähgedicht kritisierte humorvoll die politischen Skandale.|The satire humorously criticized the political scandals.|der;Schmähgedicht;kritisieren;humorvoll;der;politisch;Skandal
67914.0|die Alarmanlage|noun|the alarm system|Die Alarmanlage schützt unser Zuhause vor Einbrüchen in der Nacht.|The alarm system protects our home from burglaries at night.|der;Alarmanlage;schützen;unser;Zuhause;vor;Einbruch;in;der;Nacht
67942.0|der Mittag|noun|the noon|Der Mittag brachte eine wohlverdiente Pause während des Arbeitstags.|The noon brought a well-deserved break during the workday.|der;Mittag;bringen;ein;wohlverdient;Pause;während;der;Arbeitstag
67960.0|der Fünfer|noun|the five|Er zahlte die Rechnung mit einem Fünfer und folgte der Kassiererin.|He paid the bill with a five and followed the cashier.|er;zahlen;der;Rechnung;mit;ein;Fünfer;und;folgen;der;Kassiererin
68017.0|die Bundespolizei|noun|the federal police|Die Bundespolizei sicherte das Gebiet während des Großereignisses ab.|The federal police secured the area during the major event.|der;Bundespolizei;absichern;der;Gebiet;während;der;Großereignis;ab
68095.0|der Assi|noun|the loser|Der Assi im Spiel gab letztendlich auf und sah enttäuscht aus.|The loser in the game ultimately gave up and looked disappointed.|der;Assi;in;Spiel;aufgeben;letztendlich;auf;und;aussehen;enttäuschen;aus
68107.0|Brumm|noun|the buzz|Das Brumm der Bienen war in dem blühenden Garten allgegenwärtig.|The buzz of the bees was omnipresent in the blooming garden.|der;Brumm;der;Biene;sein;in;der;blühend;Garten;allgegenwärtig
68108.0|brummen|verb|to hum|Das alte Radio begann laut zu brummen, als es eingeschaltet wurde.|The old radio began to hum loudly when it was turned on.|der;alt;Radio;beginnen;laut;zu;brummen;als;es;einschalten;werden
68132.0|die Kate|noun|the cottage|Die Kate in der Waldlichtung war ein perfekter Ort zum Entspannen.|The cottage in the clearing was a perfect spot for relaxation.|der;Kate;in;der;Waldlichtung;sein;ein;perfekt;Ort;zu;Entspannen
68239.0|der Haaransatz|noun|the hairline|Der Haaransatz des Mannes zeigte bereits erste Anzeichen von Grau.|The man's hairline already showed early signs of gray.|der;Haaransatz;der;Mann;zeigen;bereits;erster;Anzeichen;von;Grau
68244.0|die Geheimratsecke|noun|the bald spot|Die Geheimratsecke war ein Zeichen seines fortschreitenden Alters.|The bald spot was a sign of his advancing age.|der;Geheimratsecke;sein;ein;Zeichen;sein;fortschreitend;Alter
68254.0|öffentlich|adjective|public|Die neue Regelung ist ab sofort öffentlich und für jeden zugänglich.|The new regulation is now public and accessible to everyone.|der;neu;Regelung;sein;ab;sofort;öffentlich;und;für;jeder;zugänglich
68439.0|Qualitätsanspruch|noun|the quality claim|Der Qualitätsanspruch der Marke sichert ihre Stellung auf dem Markt.|The quality claim of the brand secures its position in the market.|der;Qualitätsanspruch;der;Marke;sichern;ihr;Stellung;auf;der;Markt
68509.0|ordnen|verb|to arrange|Die Bibliothekarin ordnet die Bücher sorgfältig nach dem Alphabet.|The librarian arranges the books carefully in alphabetical order.|der;Bibliothekarin;ordnen;der;Buch;sorgfältig;nach;der;Alphabet
68588.0|stolpern|verb|to stumble|Er stolperte über den losen Stein und fiel beinahe auf den Boden.|He stumbled over the loose stone and nearly fell to the ground.|er;stolpern;über;der;lose;Stein;und;fallen;beinahe;auf;der;Boden
68639.0|abstammen|verb|to descend|Sie stammen von einer alten Königsfamilie ab, die einst herrschte.|They descend from an ancient royal family that once ruled.|sie;abstammen;von;ein;alt;Königsfamilie;ab;der;einst;herrschen
68654.0|abschließen|verb|to lock|Vergiss nicht, die Haustür abzuschließen, bevor du ins Bett gehst.|Don’t forget to lock the front door before you go to bed.|Vergiss;nicht;der;Haustür;abschließen;bevor;du;in;Bett;gehen
68667.0|übergießen|verb|to pour over|Sie wollte die Sauce über die Nudeln übergießen, um zu garnieren.|She wanted to pour the sauce over the pasta to garnish it.|sie;wollen;der;Sauce;über;der;Nudel;übergießen;um;zu;garnieren
68788.0|der Abwasch|noun|the washing up|Nach dem tollen Abendessen war der Abwasch eine lästige Pflicht.|After the wonderful dinner, the washing up was a tedious chore.|nach;der;toll;Abendessen;sein;der;Abwasch;ein;lästig;Pflicht
68791.0|die Spüle|noun|the sink|Die Spüle in der Küche war überflutet, weil das Wasser nicht abfloss.|The sink in the kitchen was flooded because the water wouldn't drain.|der;Spüle;in;der;Küche;sein;überfluten;weil;der;Wasser;nicht;abfloss
68817.0|abstehen|verb|to stick out|Die Ohren stehen bei ihm etwas ab, was ihn liebenswert macht.|His ears stick out a bit, which makes him endearing.|der;Ohr;abstehen;bei;ihm;etwas;ab;wer;ihn;liebenswert;machen
68819.0|seitlich|adverb|sideways|Das Auto fuhr seitlich in die Parklücke und machte manövrierfähig.|The car parked sideways into the parking space, making it maneuverable.|der;Auto;fahren;seitlich;in;der;Parklücke;und;machen;manövrierfähig
68822.0|einrenken|verb|to align|Der Physiotherapeut half mir, mein Gelenk richtig einrenken.|The physiotherapist helped me properly align my joint.|der;Physiotherapeut;helfen;mir;mein;Gelenk;richtig;einrenken
68903.0|schlüpfen|verb|to slip|Die Maus schlüpfte schnell aus dem Käfig und suchte nach Futter.|The mouse quickly slipped out of the cage and searched for food.|der;Maus;schlüpfen;schnell;aus;der;Käfig;und;suchen;nach;Futter
68908.0|angreifen|verb|to attack|Der Löwe will seine Beute überraschend angreifen, ohne zu zögern.|The lion will attack its prey unexpectedly without hesitation.|der;Löwe;wollen;sein;Beute;überraschend;angreifen;ohne;zu;zögern
68948.0|reinfallen|verb|to fall for|Sie fiel letztlich auf das Geschichtenerzählen von ihm rein.|She ultimately fell for his storytelling.|sie;reinfallen;letztlich;auf;der;Geschichtenerzählen;von;ihm;rein
69013.0|schrumpfen|verb|to shrink|Die Wäsche wird schrumpfen, wenn sie zu heiß gewaschen wird.|The laundry will shrink if washed too hot.|der;Wäsche;werden;schrumpfen;wenn;sie;zu;heiß;gewaschen;werden
69038.0|zerbröseln|verb|to crumble|Die alte Kekse beginnen zu zerbröseln und streuen über die Tafel.|The old cookies start to crumble and scatter over the table.|der;alt;Keks;beginnen;zu;zerbröseln;und;streuen;über;der;Tafel
69243.0|beeinträchtigen|verb|to impair|Übermäßiger Lärm kann die Konzentration im Büro stark beeinträchtigen.|Excessive noise can significantly impair concentration in the office.|Übermäßiger;Lärm;können;der;Konzentration;in;Büro;stark;beeinträchtigen
69283.0|der Angstschweiß|noun|the fear sweat|Der Angstschweiß lief ihm den Rücken runter während des Interviews.|The fear sweat ran down his back during the interview.|der;Angstschweiß;runterlaufen;ihm;der;Rücken;runter;während;der;Interview
69304.0|lückenlos|adjective|seamless|Die lückenlose Aufzeichnung der Daten ermöglicht eine präzise Analyse.|The seamless recording of the data allows for precise analysis.|der;lückenlos;Aufzeichnung;der;Datum;ermöglichen;ein;präzise;Analyse
69317.0|die Muffe|noun|the sleeve|Die Muffe schützte den empfindlichen Draht vor Beschädigungen.|The sleeve protected the sensitive wire from damage.|der;Muffe;schützen;der;empfindlich;Draht;vor;Beschädigung
69333.0|erfrieren|verb|to freeze|Wenn du bei diesem Wetter draußen bleibst, wirst du erfrieren.|If you stay outside in this weather, you will freeze.|wenn;du;bei;dieser;Wetter;draußen;bleibst;wirst;du;erfrieren
69391.0|der Karren|noun|the cart|Der Karren wurde von dem alten Mann mühsam durch den Markt geschoben.|The cart was pushed laboriously by the old man through the market.|der;Karren;werden;von;der;alt;Mann;mühsam;durch;der;Markt;schieben
69451.0|zuordnen|verb|to allocate|Die Lehrerin wies die neuen Aufgaben den Schülern korrekt zuordnen.|The teacher correctly allocated the new tasks to the students.|der;Lehrerin;weisen;der;neu;Aufgabe;der;Schüler;korrekt;zuordnen
69464.0|die Gemeinde|noun|the community|Die Gemeinde plant ein Fest, um die Dorfbewohner zusammenzubringen.|The community is planning a festival to bring the villagers together.|der;Gemeinde;planen;ein;Fest;um;der;Dorfbewohner;zusammenzubringen
69530.0|die Mitschuld|noun|the shared guilt|Die Mitschuld der beiden Freunde wurde bei der Bestrafung beachtet.|The shared guilt of the two friends was considered in the punishment.|der;Mitschuld;der;beide;Freund;werden;bei;der;Bestrafung;beachten
69567.0|der Bereich|noun|the area|In diesem Bereich gediehen viele Pflanzen und Tiere in Harmonie.|In this area, many plants and animals thrived in harmony.|in;dieser;Bereich;gedeihen;vieler;Pflanze;und;Tier;in;Harmonie
69567.001|das Bereich|noun|the area|Das Bereich neben dem Park wird bald in eine Grünfläche umgewandelt.|The area next to the park will soon be transformed into a green space.|der;Bereich;neben;der;Park;werden;bald;in;ein;Grünfläche;umwandeln
69569.0|die Hetze|noun|the hustle|Die Hetze in der Stadt lässt viele Menschen gestresst und müde zurück.|The hustle in the city leaves many people stressed and tired.|der;Hetze;in;der;Stadt;zurücklässen;vieler;Mensch;stressen;und;müde;zurück
69577.0|verteufeln|verb|to demonize|Die Medien neigen dazu, den Gegner in der Debatte zu verteufeln.|The media tends to demonize the opponent in the debate.|der;Medium;neigen;dazu;der;Gegner;in;der;Debatte;zu;verteufeln
69597.0|der Rechter|noun|the judge|Der Rechter sprach das Urteil mit fester Stimme und Autorität.|The judge pronounced the verdict with a firm voice and authority.|der;Rechter;sprechen;der;Urteil;mit;fest;Stimme;und;Autorität
69644.0|partout|adverb|everywhere|Die kleine Katze lief partout im Haus herum und erkundete jeden Raum.|The little cat ran everywhere in the house and explored every room.|der;klein;Katze;herumlaufen;partout;in;Haus;herum;und;erkunden;jeder;Raum
69809.0|die Sau|noun|the sow|Die Sau grunzte zufrieden, während sie durch den Schlamm wühlte.|The sow grunted contentedly while rooting through the mud.|der;Sau;grunzen;zufrieden;während;sie;durch;der;Schlamm;wühlen
69908.0|überwachen|verb|to monitor|Die Sicherheitskräfte überwachen das Gelände rund um die Uhr.|The security forces monitor the area around the clock.|der;Sicherheitskraft;überwachen;der;Gelände;rund;um;der;Uhr
69999.0|sicherlich|adverb|certainly|Die Chefköchin wird sicherlich das beste Menü für das Fest planen.|The head chef will certainly plan the best menu for the event.|der;Chefköchin;werden;sicherlich;der;gut;Menü;für;der;Fest;planen
70065.0|die Ermittlung|noun|the investigation|Die Ermittlung zum Vorfall hat viele wichtige Hinweise hervorgebracht.|The investigation into the incident has uncovered many important clues.|der;Ermittlung;zu;Vorfall;haben;vieler;wichtig;Hinweis;hervorbringen
70205.0|rechtmäßig|adjective|legitimate|Der rechtmäßige Eigentümer des Grundstücks klagt vor Gericht.|The legitimate owner of the property is suing in court.|der;rechtmäßig;Eigentümer;der;Grundstück;klagen;vor;Gericht
70230.0|das Gesindel|noun|rabble|Das Gesindel wurde aus dem Club entfernt, um die Ordnung zu wahren.|The rabble was removed from the club to maintain order.|der;Gesindel;werden;aus;der;Club;entfernen;um;der;Ordnung;zu;wahren
70307.0|Ausschuß|noun|the committee|Der Ausschuß arbeitet hart daran, die neuen Regeln zu verabschieden.|The committee is working hard to enact the new rules.|der;Ausschuß;arbeiten;hart;daran;der;neu;Regel;zu;verabschieden
70311.0|holpern|verb|to stumble|Der Läufer begann zu holpern, als er über den unebenen Boden lief.|The runner began to stumble as he ran across the uneven ground.|der;Läufer;beginnen;zu;holpern;als;er;über;der;uneben;Boden;laufen
70317.0|der Kassenwart|noun|the treasurer|Der Kassenwart überwacht die Finanzen des Vereins sorgfältig.|The treasurer carefully oversees the club's finances.|der;Kassenwart;überwachen;der;Finanz;der;Verein;sorgfältig
70320.0|verzählen|verb|to miscount|Der Lehrer begann, die Zahlen zu verzählen, und alles wurde chaotisch.|The teacher started to miscount the numbers, and everything became chaotic.|der;Lehrer;beginnen;der;Zahl;zu;verzählen;und;alle;werden;chaotisch
70327.0|die Frist|noun|the deadline|Die Frist für die Einreichung der Unterlagen rückt schnell näher.|The deadline for submitting the documents approaches quickly.|der;Frist;für;der;Einreichung;der;Unterlage;näherrücken;schnell;näher
70338.0|lähmen|verb|to paralyze|Die Angst kann den Verstand lähmen und den Fortschritt stoppen.|Fear can paralyze the mind and stop progress.|der;Angst;können;der;Verstand;lähmen;und;der;Fortschritt;stoppen
