|word|part_of_speech|lemma|lemma_correct|is_lemma
22397|31415926535897932384626433832|Numeral|31415926535897932384626433832|31415926535897932384626433832|False
22441|lebend|Adjektiv|lebend|lebend|False
22487|ebenen|Verb|ebenen|ebenen|False
22538|7|Numeral|7|7|False
22539|9|Numeral|9|9|False
22541|0|Numeral|0|0|False
22543|8|Numeral|8|8|False
22546|1|Numeral|1|1|False
22550|6|Numeral|6|6|False
22552|3|Numeral|3|3|False
22602|31|Numeral|31|31|False
22746|Hipsterbrücke|Substantiv|die Hipsterbrücke|die Hipsterbrücke|False
22810|dagehen|Verb|dagehen|dagehen|False
22819|versunken|Adjektiv|versunken|versunken|False
22990|Männerbestand|Substantiv|der Männerbestand|der Männerbestand|False
22998|Hirnrückwand|Substantiv|die Hirnrückwand|die Hirnrückwand|False
23021|Könnte|Verb|könnte|könnte|False
23043|Gehörschaden|Substantiv|der Gehörschaden|der Gehörschaden|False
23105|Bässe|Substantiv|die Bässe|die Bässe|False
23234|Wodka-Mate|Substantiv|der Wodka-Mate|der Wodka-Mate|False
23264|Rumliegen|Verb|rumliegen|rumliegen|False
23271|KO-Tropfen|Substantiv|die KO-Tropfen|die KO-Tropfen|False
23272|Warde|Substantiv|die Warde|die Warde|False
23409|oh-oh-oh-oh-oh-oh-oh-oh-oh-oh|Interjektion|oh-oh-oh-oh-oh-oh-oh-oh-oh-oh|oh-oh-oh-oh-oh-oh-oh-oh-oh-oh|False
23467|Küsse|Substantiv|die Küsse|die Küsse|False
23678|Armstrong|Substantiv|Armstrong|Armstrong|False
23706|ihrn|Pronomen|ihren|ihren|False
23719|FOMO|Substantiv|FOMO|FOMO|False
23725|20|Numeral|20|20|False
23726|24|Numeral|24|24|False
23734|Billiе|Substantiv|Billie|Billie|False
23793|Oasis|Substantiv|die Oasis|die Oasis|False
23796|Mockridge|Substantiv|Mockridge|Mockridge|False
23830|Selenskyj|Substantiv|Selenskyj|Selenskyj|False
23831|Putin|Substantiv|Putin|Putin|False
23867|Höcke|Substantiv|Höcke|Höcke|False
23895|Schockmeldung|Substantiv|die Schockmeldung|die Schockmeldung|False
23918|Spiderman|Substantiv|Spiderman|Spiderman|False
23923|Tagteam|Substantiv|das Tagteam|das Tagteam|False
23940|shit|Substantiv|shit|shit|False
23941|same|Adjektiv|same|same|False
23973|Great|Adjektiv|great|great|False
23975|great|Adjektiv|great|great|False
24044|Angels|Substantiv|die Angels|die Angels|False
24045|Deserve|Verb|deserve|deserve|False
24060|Service-Line|Substantiv|die Service-Line|die Service-Line|False
24064|deserve|Verb|deserve|deserve|False
24092|mh-mh|Interjektion|mh-mh|mh-mh|False
24149|Catfish|Substantiv|der Catfish|der Catfish|False
24157|Pick-Up-Art|Substantiv|die Pick-Up-Art|die Pick-Up-Art|False
24174|Bodycount|Substantiv|der Bodycount|der Bodycount|False
24181|deinnverrat|Substantiv|der Dein Verrat|der Dein Verrat|False
24276|Justus-Maximilian|Substantiv|Justus-Maximilian|Justus-Maximilian|False
24287|Patek|Substantiv|Patek|Patek|False
24288|Philippe|Substantiv|Philippe|Philippe|False
24316|Milli|Substantiv|Milli|Milli|False
24491|wenns|Pronomen|wenn es|wenn es|False
24657|klüger|Adjektiv|klüger|klüger|False
24753|Mom|Substantiv|die Mom|die Mom|False
25102|Wärs|Verb|wären|wären|False
25153|zurückVerlieb|Adjektiv|zurückverliebt|zurückverliebt|False
25442|deeper|Adjektiv|deeper|deeper|False
25447|Cheers|Interjektion|cheers|cheers|False
25454|Schattentag|Substantiv|der Schattentag|der Schattentag|False
25498|Memoirum|Substantiv|das Memoirum|das Memoirum|False
25523|Halt-Verbot|Substantiv|das Halt-Verbot|das Halt-Verbot|False
25549|P-Psychologie|Substantiv|die P-Psychologie|die P-Psychologie|False
25573|heh|Interjektion|heh|heh|False
25601|Mitleidsdrang|Substantiv|der Mitleidsdrang|der Mitleidsdrang|False
25667|uhh|Interjektion|uhh|uhh|False
25677|Songzeile|Substantiv|die Songzeile|die Songzeile|False
25690|Buchgeschmack|Substantiv|der Buchgeschmack|der Buchgeschmack|False
25695|Kafka-Kapuzenjacke|Substantiv|die Kafka-Kapuzenjacke|die Kafka-Kapuzenjacke|False
25700|Kafka-Tattoo|Substantiv|das Kafka-Tattoo|das Kafka-Tattoo|False
25716|Kafka-Figur|Substantiv|die Kafka-Figur|die Kafka-Figur|False
25727|New-Age-Kacke|Substantiv|die New-Age-Kacke|die New-Age-Kacke|False
25752|eh-eh|Interjektion|eh-eh|eh-eh|False
25756|Kummerkaste|Substantiv|die Kummerkaste|die Kummerkaste|False
25783|Saufexzessen|Substantiv|die Saufexzessen|die Saufexzessen|False
25857|Linksrock|Substantiv|der Linksrock|der Linksrock|False
25861|Rechtsrock|Substantiv|der Rechtsrock|der Rechtsrock|False
25865|Mittelrock|Substantiv|der Mittelrock|der Mittelrock|False
25877|meinungsfrei|Adjektiv|meinungsfrei|meinungsfrei|False
25899|Alkivadda|Substantiv|der Alkivadda|der Alkivadda|False
25916|Fleischragout|Substantiv|das Fleischragout|das Fleischragout|False
25918|Streifengnu|Substantiv|das Streifengnu|das Streifengnu|False
25933|Peace|Substantiv|der Peace|der Peace|False
25979|Masai|Substantiv|der Masai|der Masai|False
26009|Scheiß-Diktatur|Substantiv|die Scheiß-Diktatur|die Scheiß-Diktatur|False
26017|Konvertiten-Swag|Substantiv|der Konvertiten-Swag|der Konvertiten-Swag|False
26130|Hulk-Verschnitt|Substantiv|der Hulk-Verschnitt|der Hulk-Verschnitt|False
26134|Radikalisiert|Adjektiv|radikalisiert|radikalisiert|False
26137|Kompromisten-Camp|Substantiv|das Kompromisten-Camp|das Kompromisten-Camp|False
26147|XXM|Substantiv|XXM|XXM|False
26152|Extremistenspinner|Substantiv|der Extremistenspinner|der Extremistenspinner|False
26170|DC|Substantiv|DC|DC|False
26172|Marvel|Substantiv|Marvel|Marvel|False
26261|no-o-o-oh|Interjektion|no-o-o-oh|no-o-o-oh|False
26404|deinе|Pronomen|deine|deine|False
26452|Würdest|Verb|würden|würden|False
26719|But|Interjektion|but|but|False
26720|wait|Interjektion|wait|wait|False
26732|еure|Pronomen|eure|eure|False
26733|Töchter|Substantiv|die Töchter|die Töchter|False
26735|Männеr|Substantiv|die Männer|die Männer|False
26745|Nägel|Substantiv|die Nägel|die Nägel|False
26751|Spiegel-TV|Substantiv|das Spiegel-TV|das Spiegel-TV|False
26773|Heckscheibenaufkleber|Substantiv|der Heckscheibenaufkleber|der Heckscheibenaufkleber|False
26779|geschmolzen|Adjektiv|geschmolzen|geschmolzen|False
26789|Pompeii|Substantiv|Pompeii|Pompeii|False
26813|Rammstein-Konzert|Substantiv|das Rammstein-Konzert|das Rammstein-Konzert|False
26814|Rammstein|Substantiv|Rammstein|Rammstein|False
26830|Bärt|Adjektiv|bärt|bärt|False
26835|Vererbt|Adjektiv|vererbt|vererbt|False
26840|Häusschen|Substantiv|das Häusschen|das Häusschen|False
26901|Geschlechtern|Substantiv|die Geschlechter|die Geschlechter|False
26902|Geschminkt|Adjektiv|geschminkt|geschminkt|False
26909|A-Wort|Substantiv|das A-Wort|das A-Wort|False
26911|Z-Wort|Substantiv|das Z-Wort|das Z-Wort|False
26913|I-Wort|Substantiv|das I-Wort|das I-Wort|False
26926|Münder|Substantiv|die Münder|die Münder|False
26949|Anachronismen|Substantiv|die Anachronismen|die Anachronismen|False
26982|wahrlaufn|Verb|wahrlaufen|wahrlaufen|False
27199|Turn|Substantiv|der Turn|der Turn|False
27205|Süchten|Substantiv|die Süchten|die Süchten|False
27235|What|Interjektion|what|what|False
27268|-dy|Suffix|dy|dy|False
27325|-ock|Suffix|ock|ock|False
27326|uh-uh|Interjektion|uh-uh|uh-uh|False
27421|Rape|Substantiv|der Rape|der Rape|False
27422|porn|Substantiv|das Porn|das Porn|False
27425|positivity|Substantiv|die Positivity|die Positivity|False
27427|goals|Substantiv|die Goals|die Goals|False
27428|hate|Substantiv|der Hate|der Hate|False
27434|AI|Substantiv|die AI|die AI|False
27439|Voicenotes|Substantiv|die Voicenotes|die Voicenotes|False
27441|mails|Substantiv|die Mails|die Mails|False
27447|Hah|Interjektion|hah|hah|False
27537|Woooh|Interjektion|woooh|woooh|False
27592|Ride|Substantiv|die Ride|die Ride|False
27679|Bauchrede|Substantiv|die Bauchrede|die Bauchrede|False
27747|Rapidshare|Substantiv|Rapidshare|Rapidshare|False
27771|Fleckenzwerg|Substantiv|der Fleckenzwerg|der Fleckenzwerg|False
27859|Leuchtkette|Substantiv|die Leuchtkette|die Leuchtkette|False
27897|McDonalds|Substantiv|McDonald's|McDonald's|False
27927|Abenteuerreiten|Substantiv|das Abenteuerreiten|das Abenteuerreiten|False
28064|Psst|Interjektion|psst|psst|False
28104|reingucken|Verb|reingucken|reingucken|False
28154|Illuminatensymbol|Substantiv|das Illuminatensymbol|das Illuminatensymbol|False
28228|Kellerschacht|Substantiv|der Kellerschacht|der Kellerschacht|False
28287|Blutorangensaft|Substantiv|der Blutorangensaft|der Blutorangensaft|False
28296|Ufolandeplatz|Substantiv|der Ufolandeplatz|der Ufolandeplatz|False
28312|Kennedy|Substantiv|Kennedy|Kennedy|False
28345|schwarzweiß|Adjektiv|schwarz-weiß|schwarz-weiß|False
28541|Dünengra|Substantiv|das Dünengra|das Dünengra|False
28589|zusammenwärs|Verb|zusammenwärmen|zusammenwärmen|False
28746|zweit|Adjektiv|zweit|zweit|False
28891|aufwollen|Verb|aufwollen|aufwollen|False
28981|anlogen|Verb|anlogenen|anlogenen|False
29080|wohinweißt|Verb|wohinweisen|wohinweisen|False
29197|Johnny|Substantiv|Johnny|Johnny|False
29238|Bengeln|Verb|bengeln|bengeln|False
29245|fucking|Adjektiv|fucking|fucking|False
29269|neugebaut|Adjektiv|neugebaut|neugebaut|False
29305|Scholln|Verb|schollen|schollen|False
29371|Graue|Substantiv|die Graue|die Graue|False
29395|schlechtwerdn|Verb|schlechtwerden|schlechtwerden|False
29467|viert|Adjektiv|viert|viert|False
29503|non-stop|Adjektiv|non-stop|non-stop|False
29554|70|Numeral|70|70|False
29573|Granini|Substantiv|Granini|Granini|False
29692|Corolla|Substantiv|Corolla|Corolla|False
29716|95|Numeral|95|95|False
29828|hinterherschau|Verb|hinterherschaun|hinterherschaun|False
29880|Upside-down|Adjektiv|upsidedown|upsidedown|False
29897|leergeraucht|Adjektiv|leergeraucht|leergeraucht|False
29966|ah-ah|Interjektion|ah-ah|ah-ah|False
30029|Bella|Substantiv|Bella|Bella|False
30031|bella|Adjektiv|bella|bella|False
30230|unsre|Pronomen|unsere|unsere|False
30353|Maskierter|Substantiv|der Maskierte|der Maskierte|False
30482|ride|Substantiv|die ride|die ride|False
30485|time|Substantiv|die time|die time|False
30486|machine|Substantiv|die machine|die machine|False
30488|1991|Numeral|1991|1991|False
30493|dad|Substantiv|der Dad|der Dad|False
30505|mum|Substantiv|die Mum|die Mum|False
30507|would|Verb|würden|würden|False
30513|90ern|Substantiv|die 90er|die 90er|False
30570|fürn|Pronomen|für einen|für einen|False
30582|1990s|Substantiv|die 1990er|die 1990er|False
30630|zurückschätzen|Verb|zurückschätzen|zurückschätzen|False
30662|16th|Numeral|16.|16.|False
30680|nights|Substantiv|die Nächte|die Nächte|False
30698|Afterparty-Rave|Substantiv|der Afterparty-Rave|der Afterparty-Rave|False
30726|achter|Adjektiv|achter|achter|False
30743|Fres|Substantiv|der Fres|der Fres|False
30784|1990|Numeral|1990|1990|False
30848|Reggel|Substantiv|der Reggel|der Reggel|False
30849|irány|Substantiv|der irány|der irány|False
30852|Amennyi|Substantiv|das Amennyi|das Amennyi|False
30853|nálad|Pronomen|bei dir|bei dir|False
30857|Hamamma|Substantiv|das Hamamma|das Hamamma|False
30862|Közérzeted|Substantiv|das Közérzeted|das Közérzeted|False
30867|Magadba|Pronomen|in dich|in dich|False
30878|Csuklódon|Substantiv|der Csuklódon|der Csuklódon|False
30881|bilincs|Substantiv|der Bilincs|der Bilincs|False
30884|Pozíciódón|Substantiv|die Pozíciódón|die Pozíciódón|False
30887|ezen|Pronomen|diesem|diesem|False
30889|Ajtón|Substantiv|die Ajtó|die Ajtó|False
30891|Kilincs|Substantiv|der Kilincs|der Kilincs|False
31041|Fruchtsaftverordnung|Substantiv|die Fruchtsaftverordnung|die Fruchtsaftverordnung|False
31117|Drei-Wetter-Taft|Substantiv|der Drei-Wetter-Taft|der Drei-Wetter-Taft|False
31230|siebter|Adjektiv|siebter|siebter|False
31440|Haie|Substantiv|die Haie|die Haie|False
31486|losbleib|Verb|losbleiben|losbleiben|False
31549|andren|Adjektiv|anderer|anderer|False
31551|lichen|Verb|lichen|lichen|False
31572|Tabakschicht|Substantiv|die Tabakschicht|die Tabakschicht|False
31608|losrennen|Verb|losrennen|losrennen|False
31709|Dezemberbei|Substantiv|der Dezemberbei|der Dezemberbei|False
31738|Laterneund|Substantiv|die Laterneund|die Laterneund|False
31768|gelecktdie|Verb|gelecken|gelecken|False
31869|ws|Abkürzung|ws|ws|False
31935|112|Numeral|112|112|False
31947|Rambimmel|Substantiv|der Rambimmel|der Rambimmel|False
31948|rabammel|Substantiv|der rabammel|der rabammel|False
31950|bumm|Verb|bummen|bummen|False
31995|Bumm|Verb|bummen|bummen|False
32020|Krrrksn|Interjektion|krrrksn|krrrksn|False
32057|Besten|Substantiv|die Besten|die Besten|False
32114|Bunnie|Substantiv|die Bunnie|die Bunnie|False
32405|Discovery|Substantiv|die Discovery|die Discovery|False
32408|90|Numeral|90|90|False
32422|Q7|Substantiv|Q7|Q7|False
32432|Porschе-Fahren|Substantiv|das Porsche-Fahren|das Porsche-Fahren|False
32450|Asphaltwüste|Substantiv|die Asphaltwüste|die Asphaltwüste|False
32460|260|Numeral|260|260|False
32471|VW-Bus|Substantiv|der VW-Bus|der VW-Bus|False
32473|Eintausend|Numeral|Eintausend|Eintausend|False
32489|Brumm-Brumm|Substantiv|Brumm-Brumm|Brumm-Brumm|False
32501|Lalala|Interjektion|Lalala|Lalala|False
32506|Lalalala|Interjektion|Lalalala|Lalalala|False
32507|Laaa|Interjektion|Laaa|Laaa|False
32514|Falschparken|Substantiv|das Falschparken|das Falschparken|False
32560|Disney|Substantiv|Disney|Disney|False
32579|30|Numeral|30|30|False
32779|Schöneres|Substantiv|das Schöneres|das Schöneres|False
32801|Höllenritt|Substantiv|der Höllenritt|der Höllenritt|False
32805|Dritt|Substantiv|das Dritt|das Dritt|False
33082|KB|Substantiv|KB|KB|False
33087|Lieblings-Rapperin|Substantiv|die Lieblings-Rapperin|die Lieblings-Rapperin|False
33104|Chewbacca|Substantiv|Chewbacca|Chewbacca|False
33109|Teleskop-Schlagstock|Substantiv|der Teleskop-Schlagstock|der Teleskop-Schlagstock|False
33112|Raplegende|Substantiv|die Raplegende|die Raplegende|False
33113|funky|Adjektiv|funky|funky|False
33114|Motherfucker|Substantiv|der Motherfucker|der Motherfucker|False
33128|dAmour|Substantiv|d'Amour|d'Amour|False
33165|verschlungen|Adjektiv|verschlungen|verschlungen|False
33179|Gegenprogramm|Substantiv|das Gegenprogramm|das Gegenprogramm|False
33276|Internet-Armee|Substantiv|die Internet-Armee|die Internet-Armee|False
33357|vielbenutzt|Adjektiv|vielbenutzt|vielbenutzt|False
33412|Angelina|Substantiv|Angelina|Angelina|False
33413|Jolie|Substantiv|Jolie|Jolie|False
33426|anjequatsch|Interjektion|anjequatsch|anjequatsch|False
33436|Kiss|Substantiv|der Kiss|der Kiss|False
33446|Brad|Substantiv|Brad|Brad|False
33447|Pitt|Substantiv|Pitt|Pitt|False
33476|NEIN|Interjektion|NEIN|NEIN|False
33489|haten|Verb|haten|haten|False
33526|pubertierend|Adjektiv|pubertierend|pubertierend|False
33552|NE|Interjektion|NE|NE|False
33573|Ohohohohoh|Interjektion|Ohohohohoh|Ohohohohoh|False
33581|bekloppen|Verb|bekloppen|bekloppen|False
33590|losgerocken|Verb|losrocken|losrocken|False
33616|Fukushimaaktie|Substantiv|die Fukushimaaktie|die Fukushimaaktie|False
33668|Skit|Substantiv|das Skit|das Skit|False
33676|diesjahr|Adjektiv|dieses Jahr|dieses Jahr|False
33686|mikrig|Adjektiv|mikrig|mikrig|False
33706|rübergestolpern|Verb|rübergestolpern|rübergestolpern|False
33770|verpatzt|Adjektiv|verpatzt|verpatzt|False
33852|Blockwärter|Substantiv|der Blockwärter|der Blockwärter|False
33865|erwünschen|Verb|erwünschen|erwünschen|False
33960|gezähmt|Adjektiv|gezähmt|gezähmt|False
34009|flaschenfrei|Adjektiv|flaschenfrei|flaschenfrei|False
34044|reindrehen|Verb|reindrehen|reindrehen|False
34101|reinbügel|Verb|reinbügeln|reinbügeln|False
34136|binn|Pronomen|bin|bin|False
34333|Internetverbot|Substantiv|das Internetverbot|das Internetverbot|False
34377|Whats-App|Substantiv|die Whats-App|die Whats-App|False
34380|Statusfeld|Substantiv|das Statusfeld|das Statusfeld|False
34391|Farmville-Feld|Substantiv|das Farmville-Feld|das Farmville-Feld|False
34410|Warcraft|Substantiv|Warcraft|Warcraft|False
34433|Schlimmeres|Substantiv|das Schlimmere|das Schlimmere|False
34562|GEZ|Substantiv|die GEZ|die GEZ|False
34694|Joy|Substantiv|Joy|Joy|False
34748|Sammeltaxe|Substantiv|die Sammeltaxe|die Sammeltaxe|False
34812|Yayeyeheah|Interjektion|Yayeyeheah|Yayeyeheah|False
34818|Hihi|Interjektion|Hihi|Hihi|False
34821|Ahaha|Interjektion|Ahaha|Ahaha|False
34859|sick|Adjektiv|sick|sick|False
34865|Kalli|Substantiv|Kalli|Kalli|False
34881|Sis|Substantiv|Sis|Sis|False
34894|möchteen|Verb|möchten|möchten|False
34920|piepsend|Adjektiv|piepsend|piepsend|False
34927|Terrorstyle|Substantiv|der Terrorstyle|der Terrorstyle|False
34932|Froschgift|Substantiv|das Froschgift|das Froschgift|False
34940|Schrottwichtel|Substantiv|der Schrottwichtel|der Schrottwichtel|False
34948|Nosliw|Substantiv|Nosliw|Nosliw|False
34997|Gemüsefach|Substantiv|das Gemüsefach|das Gemüsefach|False
35000|Alli|Substantiv|Alli|Alli|False
35012|Kaliba|Substantiv|Kaliba|Kaliba|False
35053|Leguane|Substantiv|die Leguane|die Leguane|False
35087|Eingeweid|Substantiv|das Eingeweid|das Eingeweid|False
35088|Tjaa|Interjektion|Tjaa|Tjaa|False
35123|Ro-man-tik|Substantiv|die Ro-man-tik|die Ro-man-tik|False
35127|Barkeeperstyle|Substantiv|der Barkeeperstyle|der Barkeeperstyle|False
35197|Oho|Interjektion|Oho|Oho|False
35230|Ahhhhhhhhhhhh|Interjektion|Ahhhhhhhhhhhh|Ahhhhhhhhhhhh|False
35231|Argh|Interjektion|Argh|Argh|False
35252|Maut-Kontrolle|Substantiv|die Maut-Kontrolle|die Maut-Kontrolle|False
35264|Nacht-Unterhemd|Substantiv|das Nacht-Unterhemd|das Nacht-Unterhemd|False
35354|TKKG|Substantiv|TKKG|TKKG|False
35363|Erstgeborenen|Substantiv|die Erstgeborenen|die Erstgeborenen|False
35412|Sherlock|Substantiv|Sherlock|Sherlock|False
35413|Holme|Substantiv|die Holme|die Holme|False
35429|Robo-Cop|Substantiv|der Robo-Cop|der Robo-Cop|False
35443|Gesetzeszeile|Substantiv|die Gesetzeszeile|die Gesetzeszeile|False
35467|Obama|Substantiv|Obama|Obama|False
35502|Isso|Interjektion|isso|isso|False
35522|Pyrokratie|Substantiv|die Pyrokratie|die Pyrokratie|False
35577|Einheits-Look|Substantiv|der Einheits-Look|der Einheits-Look|False
35578|Kaliba69|Substantiv|Kaliba69|Kaliba69|False
35587|Triple-Moral|Substantiv|die Triple-Moral|die Triple-Moral|False
35588|Puk|Substantiv|der Puk|der Puk|False
35629|Holmes|Substantiv|Holmes|Holmes|False
35826|Fäde|Substantiv|die Fäde|die Fäde|False
35833|vollgetankt|Adjektiv|vollgetankt|vollgetankt|False
36204|6000|Numeral|6000|6000|False
36218|Boss-Geschöpf|Substantiv|das Boss-Geschöpf|das Boss-Geschöpf|False
36240|Battle|Substantiv|das Battle|das Battle|False
36245|whack|Verb|whacken|whacken|False
36246|MC|Substantiv|der MC|der MC|False
36313|Bosom|Substantiv|das Bosom|das Bosom|False
36338|allergrösste|Adjektiv|allergrößte|allergrößte|False
36599|15-Punkte-Schnitt|Substantiv|der 15-Punkte-Schnitt|der 15-Punkte-Schnitt|False
36723|Raucherkette|Substantiv|die Raucherkette|die Raucherkette|False
36728|Lungenriss|Substantiv|der Lungenriss|der Lungenriss|False
36766|Cola-Rum-Mische|Substantiv|die Cola-Rum-Mische|die Cola-Rum-Mische|False
36838|CD-Schrank|Substantiv|der CD-Schrank|der CD-Schrank|False
36876|zusammenAtmen|Verb|zusammenatmen|zusammenatmen|False
36967|geehrt|Adjektiv|geehrt|geehrt|False
36970|Nichtmitinnen|Substantiv|die Nichtmitinnen|die Nichtmitinnen|False
36978|Augenlied|Substantiv|das Augenlied|das Augenlied|False
37010|drohn|Verb|drohnen|drohnen|False
37026|Roggenfänger|Substantiv|der Roggenfänger|der Roggenfänger|False
37041|Wellenempfänger|Substantiv|der Wellenempfänger|der Wellenempfänger|False
37056|Alphabeet|Substantiv|das Alphabeet|das Alphabeet|False
37111|125000|Numeral|125000|125000|False
37117|Wuiii|Interjektion|wuiii|wuiii|False
37125|reimend|Adjektiv|reimend|reimend|False
37128|durchbrechend|Adjektiv|durchbrechend|durchbrechend|False
37133|Gelenkprothese|Substantiv|die Gelenkprothese|die Gelenkprothese|False
37140|Kontrathese|Substantiv|die Kontrathese|die Kontrathese|False
37147|Monsterwesen|Substantiv|das Monsterwesen|das Monsterwesen|False
37165|zu-Tode-Streichel-Methode|Substantiv|die zu-Tode-Streichel-Methode|die zu-Tode-Streichel-Methode|False
37178|Huxley|Substantiv|Huxley|Huxley|False
37254|Quantenzirkel|Substantiv|der Quantenzirkel|der Quantenzirkel|False
