|word_deu|part_of_speech|word_eng
106905.0|der August|noun|August
106923.0|die League|noun|league
106979.0|der Mohr|noun|Moor (historical term for person of North African descent)
106979.001|das Mohr|noun|Moor (historical term for person of North African descent)
106994.0|Ludwig|proper noun|Ludwig
106998.0|das Fähnchen|noun|little flag
107015.0|Wilhelm|proper noun|Wilhelm
107039.0|Nikolas|proper noun|Nikolas
107115.0|Niklas|proper noun|Niklas
107136.0|der Rock|noun|skirt
107417.0|der Plot|noun|plot
107417.001|das Plot|noun|plot
107468.0|autoritär|adjective|authoritarian
107469.0|nationalistisch|adjective|nationalistic
107484.0|der Reiter|noun|rider
107484.001|die Reiter|noun|riders
107505.0|das Profilbild|noun|the profile picture
107524.0|xenophob|adjective|xenophobic
107529.0|Klare|adjective|clear
107555.0|vernünftig|adjective|reasonable
107609.0|teutonisch|adjective|Teutonic
107610.0|die Expertise|noun|expertise
107631.0|der IQ-Test|noun|IQ test
107652.0|multikulturell|adjective|multicultural
107654.0|modest|adjective|modest
107697.0|lehrbar|adjective|teachable
107703.0|der Vandale|noun|vandal
107722.0|News|noun|news
107728.0|der Einfluss|noun|the influence
107758.0|visionär|adjective|visionary
107782.0|kategorisch|adjective|categorical
107783.0|imperativ|adjective|imperative
107800.0|recyclen|verb|to recycle
107817.0|europäisch|adjective|European
107819.0|die Einheit|noun|unit
107823.0|die Vielfalt|noun|diversity
107825.0|selbstlos|adjective|selfless
107959.0|die Luftmatratze|noun|air mattress
108037.0|Mexiko|proper noun|Mexico
108046.0|die Luftpumpe|noun|air pump
108061.0|Martin|proper noun|Martin
108247.0|der November|noun|November
108307.0|tough|adjective|tough
108346.0|das Kebab|noun|the kebab
108346.0|privilegiert|adjective|privileged
108346.001|der Kebab|noun|kebab
108348.0|das Müsli|noun|the muesli
108348.001|der Müsli|noun|granola
108348.002|die Müsli|noun, plural|mueslis
108350.0|der Sound|noun|sound
108384.0|liberal|adjective|liberal
108442.0|Trust|Noun|trust
108458.0|best|adjective|best
108500.0|das Grundgesetz|noun|constitution
108520.0|human|noun|human
108549.0|Sandal|noun|sandal
108568.0|der Look|noun|look
108574.0|die Bundesrepublik|noun|Federal Republic
108593.0|stupid|Adjective|stupid
108623.0|He|interjection|hey
108670.0|die Steinzeit|noun|Stone Age
108766.0|die Dankbarkeit|noun|gratitude
108770.0|das Privileg|noun|privilege
108813.0|der Geigerzähler|noun|Geiger counter
108814.0|das Faxgerät|noun|fax machine
108829.0|das Seismometer|noun|seismometer
108830.0|das Barometer|noun|barometer
108830.001|der Barometer|noun|barometer
108831.0|der Tachometer|noun|tachometer
108831.001|das Tachometer|noun|tachometer
108832.0|das Thermometer|noun|thermometer
108832.001|der Thermometer|noun|thermometer
108934.0|die Kalaschnikow|noun|Kalashnikov
108935.0|Colt|noun|Colt (brand of firearm)
108936.0|das Bajonett|noun|bayonet
109046.0|der Eigentümer|noun|owner
109066.0|inner|adjective|inner
109094.0|Japan|noun|Japan
109166.0|der Faktor|noun|factor
109184.0|das Lob|noun|praise
109184.001|der Lob|noun|praise
109193.0|der Teamgeist|noun|team spirit
109205.0|die Bescheidenheit|Noun|modesty
109240.0|sozial|adjective|social
109241.0|engagieren|verb|engage
109271.0|die Passion|noun|passion
109629.0|der General|noun|the general
109673.0|Panzerstahl|noun|armored steel
109747.0|die Opferzahl|noun|death toll
110088.0|schmal|adjective|narrow
110095.0|der Trieb|noun|the drive
110110.0|kriechen|verb|crawl
110206.0|der Verrat|noun|the betrayal
110393.0|der Reis|noun|rice
110393.001|das Reis|noun|rice
110478.0|der Kaktus|noun|cactus
110532.0|der Schöpfer|noun|creator
110581.0|das Konstrukt|noun|construct
110587.0|absurd|adjective|absurd
110869.0|verschließen|verb|close
110904.0|das Töten|noun|killing
110937.0|oral|adjective|oral
110938.0|der Schimpanse|noun|chimpanzee
111028.0|Volksdemokratie|noun|people's democracy
111108.0|brüderlich|adjective|brotherly
111120.0|kopulieren|verb|to copulate
111222.0|bessern|verb|to improve
111238.0|verbessern|verb|to improve
111526.0|der Anus|noun|anus
111569.0|biologisch|adjective|biological
111570.0|das Argument|noun|the argument
111749.0|klassisch|adjective|classic
111789.0|dichten|verb|to compose (poetry)
111803.0|opfern|verb|to sacrifice
111822.0|Proberaum|noun|practice room
111910.0|die Anwesenheit|noun|presence
111935.0|viertel|noun|quarter
112089.0|der Knochen|noun|bone
112274.0|die Jagd|noun|hunt
112335.0|Härter|adjective|harder
112515.0|der Scherz|noun|joke
112618.0|das Kochen|noun|cooking
112621.0|das Fett|Noun|fat
112715.0|auswerfen|verb|to throw out
112782.0|der Klassismus|noun|classism
112791.0|die Diskriminierung|noun|discrimination
112792.0|die Struktur|noun|structure
112843.0|der Morgenkaffee|noun|morning coffee
112868.0|der Algorithmus|noun|algorithm
112898.0|Lars|Substantiv|Lars
112912.0|die Villa|noun|villa
113016.0|der Sexismus|noun|sexism
113050.0|bereuen|verb|to regret
113261.0|der Menschenfresser|noun|the cannibal
113300.0|vegetarisch|adjective|vegetarian
113415.0|das Tennis|noun|tennis
113462.0|bummeln|verb|to stroll
113529.0|der Matrose|noun|sailor
113600.0|jawohl|interjection|yes
113621.0|teilnehmen|verb|to participate
113636.0|die Enge|noun|narrowness
113638.0|Jagen|noun|hunting
113664.0|nirgends|adverb|nowhere
113713.0|die Großstadt|noun|the big city
113825.0|so viel|adverb|so much
113995.0|der Gartenzaun|noun|garden fence
114006.0|besprechen|verb|discuss
114013.0|das Präservativ|noun|condom
114015.0|der Wortschatz|noun|vocabulary
114086.0|starten|verb|to start
114130.0|sonntags|adverb|on Sundays
114132.0|der Zombie|noun|zombie
114155.0|immun|adjective|immune
114217.0|der Pythagoras|noun|Pythagoras
114294.0|die Kriegszeit|noun|wartime
114313.0|der Fremder|noun|stranger
114329.0|das Flüchtlingsheim|noun|refugee shelter
114460.0|Playliste|noun|playlist
114540.0|die Asoziale|noun|antisocial person
114734.0|die Andromeda|noun|Andromeda
114846.0|der Komfort|noun|comfort
114984.0|beantworten|verb|to answer
114997.0|die Tangente|noun|tangent
115006.0|Erdmittelpunkt|noun|center of the Earth
115010.0|Erdradius|noun|radius of the Earth
115016.0|der Radius|noun|radius
115039.0|b|letter|b
115046.0|c|letter|c
115067.0|die Wurzel|noun|root
115164.0|der Leugner|noun|denier
115166.0|der Fatalist|noun|fatalist
115225.0|begrenzt|adjective|limited
115236.0|trivial|adjective|trivial
115337.0|vernichten|verb|to destroy
115350.0|eingraben|verb|to bury
115416.0|die Obdachlose|noun|homeless woman
115425.0|der Ignorant|noun|ignorant person
115547.0|beruflich|adjective|professional
115720.0|ander|adjective|other
115767.0|eindeutig|adjective|clear
115903.0|die Cajón|noun|Cajón (a type of percussion instrument)
115917.0|erweitern|verb|to expand
115939.0|die Lokalzeitung|noun|local newspaper
115951.0|Drummer|noun|drummer
115974.001|die Gig|noun|gig (performance)
115974.002|das Gig|noun|gig (performance)
115976.0|der Kölner|noun|person from Cologne
115977.0|das Stadtarchiv|noun|city archive
116002.0|die Bassistin|noun|female bassist
116141.0|der Sänger|noun|singer
116162.0|Max|noun (name)|Max
116164.0|Jonas|noun|Jonas
116194.0|das Schulgebäude|noun|school building
116201.0|die Lena|noun|Lena (name)
116206.0|Grönland|noun|Greenland
116210.0|die Kriminalität|noun|crime
116254.0|die Kälte|noun|cold
116274.0|öfter|adverb|more often
116278.0|aussterben|verb|to become extinct
116341.0|der Student|noun|student
116345.0|chatten|verb|to chat
116523.0|das Flugzeug|noun|airplane
116750.0|die Relativitätstheorie|noun|theory of relativity
116786.0|Flugobjekt|noun|flying object
116833.0|aussteigen|verb|to get off
116852.0|naiv|adjective|naive
116959.0|der Junior|noun|junior
116963.0|der Fußball|noun|soccer ball
116968.0|das Paper|noun|paper
117080.0|Simon|noun|Simon (name)
117081.0|der Freitag|noun|Friday
117131.0|der Ballon|noun|balloon
117227.0|die Hündin|noun|female dog
117233.0|das Fernsehstudio|noun|TV studio
117242.0|der Sandmann|noun|the sandman
117318.0|das Gähnen|noun|yawning
117334.0|die Dämmerung|noun|dawn
117444.0|Windows|noun|Windows (operating system)
117550.0|das Massengrab|noun|mass grave
117557.0|der Nationalismus|noun|nationalism
117569.0|irgendwoher|adverb|from somewhere
117581.0|ergänzen|verb|to complement
117601.0|Erdenbewohner|noun|inhabitant of Earth
117930.0|Vidi|noun|Vidi (Latin word for 'I saw')
118055.0|Mu|noun|Mu (Greek letter)
118057.0|Al|noun|Al
118182.0|die Kleine|noun|the little one
118191.0|der Honig|noun|the honey
118214.0|unbezahlbar|adjective|priceless
118337.0|die Flexibilität|noun|flexibility
118358.0|der Wiener|noun|person from Vienna
118358.001|die Wiener|noun|person from Vienna
118709.0|pflücken|verb|to pick
118912.0|die Wespe|noun|wasp
118923.0|der Verbrauch|noun|consumption
118939.0|das Baden|noun|bathing
118951.0|der Schaden|noun|damage
119058.0|die Recherche|noun|research
119107.0|organisieren|verb|organize
119189.0|die Arbeitswelt|noun|working world
119344.0|wegbringen|verb|to take away
119345.0|das Aspirin|noun|aspirin
119348.0|hysterisch|adjective|hysterical
119354.0|Hausputz|noun|house cleaning
119370.0|das Make-up|noun|makeup
119394.0|heftig|adjective|intense
119399.0|ungeplant|adjective|unplanned
119413.0|problemlos|adjective|without problems
119422.0|die Schlaftablette|noun|sleeping pill
119532.0|ökonomisch|adjective|economical
119548.0|offiziell|adjective|official
119584.0|die Banane|noun|banana
119590.0|der Obstsalat|noun|fruit salad
119640.0|organisch|adjective|organic
119735.0|das Ausland|noun|abroad
119737.0|die DDR|noun|GDR (German Democratic Republic)
119758.0|Sarah|noun|Sarah (name)
119762.0|die Schulzeit|noun|school time
119788.0|heiraten|verb|to marry
119912.0|der Puls|noun|pulse
119912.001|die Puls|noun|pulse
119923.0|der Vollmond|noun|full moon
119927.0|matt|adjective|dull
119932.0|die Reklame|noun|advertisement
119937.0|hygienisch|adjective|hygienic
119977.0|die Terrasse|noun|terrace
120106.0|gemacht|adjective|made
120110.0|konstruieren|verb|to construct
120122.0|desinteressiert|adjective|disinterested
120198.0|entwickeln|verb|to develop
120206.0|der Zenit|noun|zenith
120269.0|die Zerstörung|noun|destruction
120318.0|verloren|adjective|lost
120349.0|formulieren|verb|to formulate
120381.0|genügend|adjective|sufficient
120382.0|das Kerosin|noun|kerosene
120385.0|der Raketenstart|noun|rocket launch
120413.0|die Quarantäne|noun|quarantine
120415.0|der Experte|noun|expert
120446.0|regulieren|verb|to regulate
120459.0|die Elite|noun|elite
120509.0|der Countdown|noun|countdown
120509.001|das Countdown|noun|countdown
120524.0|privilegieren|verb|to privilege
120712.0|literweise|adverb|by the liter
120901.0|das Kätzchen|noun|kitten
121084.0|Culpa|noun|fault (Latin)
121086.0|verte|noun|verte (uncertain term)
121201.0|Dos|noun|Dos (Spanish word for 'two')
121271.0|turnen|verb|to do gymnastics
121280.0|das Magazin|noun|magazine
121295.0|der Herrgott|noun|the Lord (God)
121298.0|strafen|verb|to punish
121350.0|meiner|pronoun|mine
121662.0|messen|verb|to measure
121725.0|der Marathon|noun|marathon
121768.0|die Kondition|noun|condition
121773.0|weiten|verb|to extend
121778.0|verbreitern|verb|to widen
121831.0|überdehnen|verb|to overstretch
121891.0|das Instrument|noun|instrument
122104.0|der Akzent|noun|accent
122171.0|flirten|verb|to flirt
122351.0|die Süße|noun|sweetness
122499.0|smoken|verb|to smoke
122517.0|einfrieren|verb|to freeze
122866.0|der Gameboy|noun|Gameboy
123048.0|das Gelaber|noun|babble, nonsense
123101.0|das Oder|noun|or (used in alternatives)
123101.001|die Oder|noun|Oder (river in Europe)
123110.0|ertrinken|verb|to drown
123134.0|der Vorschlag|noun|suggestion
123245.0|der Haifisch|noun|shark
123249.0|zusammenhalten|verb|to hold together
123254.0|der Rapstar|noun|rap star
123257.0|zueinander|adverb|to each other
123276.0|Fanbase|noun|fanbase
123302.0|das Curling|noun|curling
123326.0|der Montag|noun|Monday
123337.0|Marvin|noun|Marvin (name)
123346.0|live|adjective|live (in real time)
123370.0|hihi|interjection|heehee (laughter)
123387.0|salzig|adjective|salty
123389.0|das Bridge|noun|bridge
123389.0|das Interview|noun|interview
123403.0|schadlos|adjective|unharmed
123405.0|Kolumbus|noun|Columbus (historical figure)
123439.0|das Like|noun|like
123439.001|der Like|noun|the like
123500.0|das Weed|noun|weed (slang for marijuana)
123536.0|der Dämon|noun|demon
123542.0|das Studio|noun|studio
123570.0|das Gramm|noun|gram
123607.0|Gütersloh|noun|Gütersloh (town in Germany)
123620.0|das Radar|noun|radar
123620.001|der Radar|noun|radar
123627.0|Walter|noun|Walter (name)
123733.0|prächtig|adjective|magnificent
123753.0|Tschechien|noun|Czech Republic
123776.0|der Elektroschock|noun|electroshock
123840.0|Südafrika|noun|South Africa
123868.0|ducken|verb|to duck, to crouch
123931.0|besetzen|verb|to occupy
123945.0|dry|adjective|dry
123952.0|ober|adjective|upper
124120.0|das Abendlicht|noun|evening light
124455.0|die Gabel|noun|fork
124469.0|die Nutella|noun|Nutella
124469.001|das Nutella|noun|Nutella
124469.002|der Nutella|noun|Nutella
124486.0|die Wurstscheibe|noun|slice of sausage
124508.0|der Dezember|noun|December
124510.0|das Türchen|noun|small door (advent calendar)
124595.0|wegschmeißen|verb|to throw away
124604.0|spülen|verb|to rinse
124657.0|das Morgenlicht|noun|morning light
124668.0|die Heimkehr|noun|homecoming
124777.0|die Taverne|noun|tavern
124806.0|der Rächer|noun|avenger
124826.0|Helfe|noun|help (archaic)
124855.0|mütterlich|adjective|motherly
124858.0|die Heldentat|noun|heroic deed
124907.0|der Orang-Utan|noun|orangutan
124959.0|das Heldentum|noun|heroism
124967.0|das Kryptonit|noun|kryptonite
125045.0|radioaktiv|adjective|radioactive
125077.0|der Akkord|noun|chord
125178.0|das Kichern|noun|giggle
125222.0|der Schotte|noun|Scot
125222.001|die Schotte|noun|Scot
125230.0|die Alarmglocke|noun|alarm bell
125257.0|der Kapitän|noun|captain
125262.0|der Maschinist|noun|machinist
125277.0|SOS|noun|SOS
125321.0|trocknen|verb|to dry
125335.0|der Geldwäscher|noun|money launderer
125354.0|die Bananenrepublik|noun|banana republic
125374.0|schmücken|verb|to decorate
125420.0|arrangieren|verb|to arrange
125424.0|das Ideal|noun|ideal
125442.0|der Gnom|noun|gnome
125470.0|narkotisieren|verb|to narcotize
125484.0|präsentieren|verb|to present
125592.0|dealen|verb|to deal
125737.0|die Karawane|noun|caravan
126054.0|das Rendezvous|noun|rendezvous
126121.0|neunzig|adjective|ninety
126126.0|der Kilometer|noun|kilometer
126126.001|das Kilometer|noun|kilometer
126158.0|das Zivil|noun|civilian
126226.0|rausfahren|verb|to drive out
126229.0|die Abfahrt|noun|departure
126242.0|irgendwelch|adjective|any
126439.0|Loot|noun|loot
126442.0|der Ping|noun|ping
126444.0|Zukunftsplanung|noun|future planning
126485.0|die Elfe|noun|elf
126509.0|der Chip|noun|chip
126672.0|die Mechanik|noun|mechanics
126700.0|explosiv|adjective|explosive
126750.0|das Luftschiff|noun|airship
126765.0|der Tentakel|noun|tentacle
126765.001|das Tentakel|noun|tentacle
126767.0|die Harpune|noun|harpoon
126792.0|das Projektil|noun|projectile
126810.0|die Wolkenfront|noun|cloud front
126860.0|galvanisch|adjective|galvanic
126891.0|die Witwe|noun|widow
126990.0|simultan|adjective|simultaneous
127374.0|rumhängen|verb|to hang around
127439.0|die Rehaklinik|noun|rehabilitation clinic
127463.0|die Patrone|noun|cartridge
127486.0|Bruno|noun|Bruno
127589.0|Telephon|noun|telephone
127611.0|das Mäuschen|noun|little mouse
127654.0|Helmut|noun|Helmut
127775.0|der Eisbär|noun|polar bear
127811.0|der Nagel|noun|nail
128120.0|das Kinderspiel|noun|child's play
128305.0|der Musikant|noun|musician
128314.0|anspruchsvoll|adjective|demanding
128404.0|der Aufwand|noun|effort
128406.0|der Effekt|noun|effect
128433.0|blutig|adjective|bloody
128477.0|feminin|adjective|feminine
128608.0|freund|noun|friend
128614.0|zurückgehen|verb|to go back
128716.0|monoton|adjective|monotonous
128726.0|die Meditation|noun|meditation
128751.0|die Saite|noun|string (instrument)
128791.0|der Funke|noun|spark
128791.001|die Funke|noun|spark
128814.0|missbrauchen|verb|to abuse
128982.0|der Soundtrack|noun|soundtrack
128984.0|die Weltrevolution|noun|world revolution
129113.0|übrig|adjective|leftover
129161.0|voller|adjective|full of
129177.0|die Hautcreme|noun|skin cream
129197.0|der Bandname|noun|band name
129226.0|der Barde|noun|bard
129226.001|die Barde|noun|bard
129253.0|improvisieren|verb|to improvise
129258.0|Kamen|noun|Kamen (place name)
129315.0|ungeduldig|adjective|impatient
129323.0|schuldig|adjective|guilty
129426.0|die Silhouette|noun|silhouette
129451.0|die Totenstille|noun|deathly silence
129554.0|der Glamour|noun|glamour
129554.001|das Glamour|noun|glamour
129793.0|das Business|noun|business
129811.0|die Wortwahl|noun|word choice
129820.0|kindlich|adjective|childish
129821.0|die Rhetorik|noun|rhetoric
129912.0|die Krawatte|noun|tie
129955.0|die Rebellion|noun|rebellion
129964.0|die Tasse|noun|cup
130001.0|das Dynamit|noun|dynamite
130045.0|die Coda|noun|coda
130085.0|der Haushalt|noun|household
130088.0|revoltieren|verb|to revolt
130191.0|verzaubern|verb|to enchant
130352.0|hasten|verb|to hurry
130368.0|das Steak|noun|steak
130371.0|der Carnivore|noun|carnivore
130371.001|die Carnivore|noun|carnivore
130428.0|Bartöl|noun|beard oil
130456.0|minutenlang|adjective|for minutes
130483.0|die Pflege|noun|care
130733.0|die Distanz|noun|distance
131024.0|der Gong|noun|gong
131024.001|das Gong|noun|gong
131120.0|Gunther|noun|Gunther
131126.0|Paul|noun|Paul
131140.0|halbtot|adjective|half-dead
131158.0|Hildegard|noun|Hildegard
131164.0|der Fritz|noun|Fritz
131176.0|Torben|noun|Torben
131182.0|Petra|noun|Petra
131185.0|das Büffet|noun|buffet
131189.0|Hannes|noun|Hannes
131384.0|der Sozialismus|noun|socialism
131468.0|der Egoismus|noun|egoism
131471.0|der Kommunismus|noun|communism
131698.0|das S|noun|S
131853.0|Wolfgang|noun|Wolfgang
131966.0|Udo|noun|Udo
131967.0|Kier|noun|Kier
132582.0|bedroht|adjective|threatened
132606.0|die Baklava|noun|baklava
132651.0|die Tour|noun|tour
132695.0|konsequent|adjective|consistent
132754.0|das Bike|noun|bike
132971.0|monumental|adjective|monumental
132978.0|John|noun|John
133047.0|die Kaffeetasse|noun|coffee cup
133068.0|privat|adjective|private
133102.0|die Wartezeit|noun|waiting time
133111.0|pscht|interjection|shh
133118.0|hm|interjection|hmm
133172.0|der Loop|noun|loop
133237.0|das Denken|noun|thinking
133277.0|das Mausoleum|noun|mausoleum
133299.0|der Cyborg|noun|cyborg
133408.0|das Orchester|noun|orchestra
133469.0|überzeugen|verb|to convince
133560.0|das Festival|noun|festival
133632.0|der Mainstream|noun|mainstream
133759.0|der Bassist|noun|bassist
133941.0|das Pentagramm|noun|pentagram
133944.0|der Reisepass|noun|passport
133983.0|abbeißen|verb|to bite off
134075.0|der Erfinder|noun|inventor
134148.0|der Musikstudent|noun|music student
134179.0|die Sinfonie|noun|symphony
134210.0|die Komposition|noun|composition
134271.0|das Podium|noun|podium
134483.0|der Prank|noun|prank
134495.0|die Loyalität|noun|loyalty
134507.0|der Säugling|noun|infant
134525.0|die Gemeinschaft|noun|community
134584.0|die Stärke|noun|strength
134593.0|der Gewinn|noun|profit
134676.0|Island|noun|Iceland
134712.0|das Konsumgut|noun|consumer good
134739.0|Thailand|noun|Thailand
134790.0|die Schreibmaschine|noun|typewriter
134802.0|Tschüss|interjection|bye
134815.0|twittern|verb|to tweet
134932.0|das Metall|noun|metal
134944.0|aufsteigen|verb|to rise
134950.0|der Teenager|noun|teenager
134995.0|der Kratzer|noun|scratch
135096.0|Mc|noun|Mc
135113.0|heimschicken|verb|to send home
135139.0|zensieren|verb|to censor
135147.0|die Parade|noun|parade
135162.0|der Automat|noun|vending machine
135198.0|der Broker|noun|broker
135389.0|das Weihnachtsgeschenk|noun|Christmas gift
135400.0|die Kündigung|noun|termination
135542.0|der Inspektor|noun|inspector
135550.0|die Arena|noun|arena
135555.0|der Nationalsport|noun|national sport
135566.0|der Tequila|noun|tequila
135568.0|subtropisch|adjective|subtropical
135578.0|das Nikotin|noun|nicotine
135606.0|der Pizzalieferant|noun|pizza delivery person
135680.0|interstellar|adjective|interstellar
135736.0|die Internetsprache|noun|internet language
135788.0|das Saxophon|noun|saxophone
135804.0|die Astronomie|noun|astronomy
135860.0|Regenrohr|noun|downspout
135871.0|das Pub|noun|pub
135871.001|der Pub|noun|pub
135893.0|der Tank|noun|tank
135895.0|Per|noun|Per (name)
136004.0|die Aussicht|noun|view
136023.0|der Hacker|noun|hacker
136025.0|Chicago|noun|Chicago
136026.0|missen|verb|to miss
136034.0|der Krieger|noun|warrior
136059.0|der Barcode|noun|barcode
136080.0|der Prototyp|noun|prototype
136096.0|die Bruderschaft|noun|brotherhood
136104.0|Sibirien|noun|Siberia
136114.0|der Cousin|noun|cousin
136198.0|der Fahrer|noun|driver
