speech_part|word_de|word_en
verb|anklagen, klagt an, klagte an, hat angeklagt|to accuse
die|die Behinderung, -en|obstruction, handicap
das|das Dokument, -e|document
verb|staunen, staunt, staunte, hat gestaunt|to be astonished
die|die Varianz, -en|variance
verb|zuwenden, wendet zu, wendete zu, hat zugewendet|to turn toward, devote oneself to
verb|abschneiden, schneidet ab, schnitt ab, hat abgeschnitten|to cut off
adj|anscheinend|apparent
die|die Demonstration, -en|demonstration
die|die Linse, -n|lens, lentil
adj|polnisch|Polish
das|polnisch|Polish
der|der Posten, -|post, position
verb|zuschauen, schaut zu, schaute zu, hat zugeschaut|to watch
verb|abhalten, hält ab, hielt ab, hat abgehalten|to keep from
die|die Arterie, -n|artery
die|die Öffnung, -en|opening, hole
verb|senden, sendet, sendete, hat gesendet|to send, broadcast
verb|gleiten, gleitet, glitt, ist geglitten|to glide
das|Norwegen|Norway
verb|schildern, schildert, schilderte, hat geschildert|to describe
der|der Schrank, -̈e|cabinet, wardrobe
der|der Terrorismus|terrorism
der|der Wechselkurs, -e|exchange rate
die|die Faust, -̈e|fist
verb|flüchten, flüchtet, flüchtete, ist geflüchtet|to flee
verb|lagern, lagert, lagerte, hat gelagert|to store, camp
verb|übertreiben, übertreibt, übertrieb, hat übertrieben|to exaggerate
die|die Veröffentlichung, -en|publication
der|der Bescheid, -e|information, reply
verb|versagen, versagt, versagte, hat versagt|to fail
der|der Innenminister, -|Minister of the Interior
adj|klinisch|clinical
verb|wiegen, wiegt, wog, hat gewogen|to weigh
der|der Eingriff, -e|intervention, interference
adj|indisch|Indian
das|indisch|Indian
die|die Psychologie, -n|psychology
die|die Digitalisierung, -en|digitalization
die|die Einsicht, -en|view, insight
das|das Fräulein, -|young lady, miss
die|die Rose, -n|rose
der|der Rückgang, -̈e|fall, decline
verb|verwirren, verwirrt, verwirrte, hat verwirrt|to confuse
adv|aufeinander|into/onto one another
verb|demonstrieren, demonstriert, demonstrierte, hat demonstriert|to demonstrate
verb|einleiten, leitet ein, leitete ein, hat eingeleitet|to introduce
verb|entwerfen, entwirft, entwarf, hat entworfen|to design
(pl)|Hunderte|hundreds
der|der Leib, -er|body
adj|objektiv|objective
verb|schaden, schadet, schadete, hat geschadet|to damage, harm
adj|stumm|dumb, silent, mute
interj|tja|well
der|der Zaun, -̈e|fence
der|der Empfänger, -|recipient
die|die Hochzeit, -en|wedding
adj|maßgeblich|significant, decisive
das|das Quartal, -e|quarter
die|die Spalte, -n|fissure, cleft, column
der|der Zettel, -|piece of paper, note
die|die Abgrenzung, -en|boundary, disassociation
die|die Jacke, -n|jacket
die|die Präferenz, -en|preference
verb|übereinstimmen, stimmt überein, stimmte überein, hat übereingestimmt|to accord, correspond, agree
die|die Unterscheidung, -en|differentiation, distinction
die|die Dichtung, -en|seal, literature, poetry
verb|einhalten, hält ein, hielt ein, hat eingehalten|to observe
der|der Sachverhalt, -e|facts
adj|sorgfältig|careful
adv|untereinander|among (our)selves, with each other
prep|unterhalb|below, underneath
verb|verdeutlichen, verdeutlicht, verdeutlichte, hat verdeutlicht|to clarify, explain
der|der Ertrag, -̈e|yield
der|der Finanzminister, -|finance minister
der|der Vormittag, -e|morning
num|achtzig|eighty
adj|dynamisch|dynamic
die|die Gerechtigkeit, -en|justice
verb|abstellen, stellt ab, stellte ab, hat abgestellt|to turn off, shut down, park, put
die|die Droge, -n|drug
adj|fett|fat, greasy, rich
verb|verbrauchen, verbraucht, verbrauchte, hat verbraucht|to use, consume
verb|ausweisen, weist aus, wies aus, hat ausgewiesen|to identify, expel
verb|biegen, biegt, bog, hat gebogen|to bend, turn
die|die Notwendigkeit, -en|necessity
die|die Reihenfolge, -n|order
verb|spazieren, spaziert, spazierte, ist spaziert|to (go for a) walk, stroll
verb|verweigern, verweigert, verweigerte, hat verweigert|to refuse
die|die Zahlung, -en|payment
verb|argumentieren, argumentiert, argumentierte, hat argumentiert|to argue
der|der Athlet, -en|athlete
verb|beißen, beißt, biss, hat gebissen|to bite
adj|harmonisch|harmonious
die|die Kneipe, -n|pub, bar
verb|absagen, sagt ab, sagte ab, hat abgesagt|to cancel
die|die Begeisterung, -en|enthusiasm
adj|fix|quick, fixed
die|die Frucht, -̈e|fruit
das|Kanada|Canada
der|der Philosoph, -en|philosopher
die|die Übersicht, -en|overview
verb|weitergeben, gibt weiter, gab weiter, hat weitergegeben|to pass on
der|der Zinssatz, -̈e|interest rate
das|das Abitur, -e|school leaving exam, A levels
das|Asien|Asia
verb|einlassen, lässt ein, ließ ein, hat eingelassen|to let in, get involved
die|die Geste, -n|gesture
die|die Vorgabe, -n|guideline
die|die Abschreibung, -en|deduction, depreciation
adj|abstrakt|abstract
adj|ästhetisch|aesthetic
verb|einschalten, schaltet ein, schaltete ein, hat eingeschaltet|to switch on
der|der Klang, -̈e|sound, tone
verb|qualifizieren, qualifiziert, qualifizierte, hat qualifiziert|to qualify
die|die Säule, -n|column, pillar
verb|übergeben, übergibt, übergab, hat übergeben|to hand over, transfer
verb|aufklären, klärt auf, klärte auf, hat aufgeklärt|to clear, clarify, resolve
verb|buchen|to book
die|die Depression, -en|depression
verb|kündigen, kündigt, kündigte, hat gekündigt|to terminate
adj|strukturell|structural
die|die Anzeige, -n|display, advertisement
der|der Chinese, -n|Chinese
verb|festnehmen, nimmt fest, nahm fest, hat festgenommen|to arrest, detain
verb|fortfahren, fährt fort, fuhr fort, ist fortgefahren|to continue, proceed, carry on
adj|realistisch|realistic
adj|tödlich|fatal
verb|unterschreiben, unterschreibt, unterschrieb, hat unterschrieben|to sign
verb|verhaften, verhaftet, verhaftete, hat verhaftet|to arrest
die|die Bombe, -n|bomb
adv|heutzutage|nowadays
die|die Hitze, -n|heat
die|die Kammer, -n|chamber, (small) room
verb|notieren, notiert, notierte, hat notiert|to note
die|die Solidarität, -en|solidarity
adj|besorgt|worried, anxious, afraid
das|das Konto, -en|account
der|der Lärm|noise
die|die Option, -en|option
der|der Rechner, -|computer, calculator
das|der Schild, -e|sign, shield, tag
die|die Show, -s|show
die|die Unruhe, -n|unrest, unease, disquiet, upheaval
adj|bequem|comfortable
das|Hessen|Hesse
der|der Kindergarten, -̈|nursery school, kindergarten
das|das Rätsel, -|puzzle, mystery
der|der Song, -s|song
conj|soviel|as far as
der|der Teufel, -|devil
die|die Zielgruppe, -n|target group
der|der Anzug, -̈e|suit
verb|erkranken, erkrankt, erkrankte, ist erkrankt|to be taken ill, fall ill
die|die Herrschaft, -en|power, reign
prep|infolge|as a result of
adj|nützlich|useful
prep|oberhalb|above
der|der Schein, -e|light, appearance, certificate
verb|übersehen, übersieht, übersah, hat übersehen|to overlook
die|die Bedrohung, -en|threat
die|die Bereitschaft, -en|willingness
der|der Blutdruck, -̈e|blood pressure
die|die Front, -en|front
adj|physisch|physical
das|das Verbot, -e|ban, prohibition
die|die Verschiebung, -en|shift, postponement
adv|zugrunde|(form) the basis, (go) to ruin
verb|abweichen, weicht ab, wich ab, ist abgewichen|to deviate, differ
die|die Empfehlung, -en|recommendation
adj|gespannt|eager, anxious, tense
verb|sicherstellen, stellt sicher, stellte sicher, hat sichergestellt|to confiscate, guarantee, ensure
adj|stundenlang|(lasting) for hours
verb|verfassen, verfasst, verfasste, hat verfasst|to draw up, write
die|die Vermittlung, -en|negotiation, placement, mediation
der|der Wohlstand|prosperity, wealth
der|der Felsen, -|rock
prep|inklusive|including
adj|kognitiv|cognitive
adv|seinerseits|on his part, for its/his part
verb|zustehen, steht zu, stand zu, hat zugestanden|to be entitled
adj|auffällig|conspicuous
verb|ausbrechen, bricht aus, brach aus, hat ausgebrochen|to break out, erupt
die|die CD, -s|CD
die|die Durchführung, -en|carrying out
der|der Humor, -e|humor
adj|psychologisch|psychological
adj|treu|faithful
die|die Erziehung|upbringing, education
verb|kommentieren, kommentiert, kommentierte, hat kommentiert|to comment
pron|wonach|what . . . for, what . . . of
die|die Datenbank, -en|database
die|die Meldung, -en|report
der|der Premier, -s|prime minister
die|die Zeichnung, -en|drawing
verb|agieren, agiert, agierte, hat agiert|to act
der|der Befehl, -e|order, command
der|der Christ, -en|Christian
interj|hi|hi
verb|schleppen, schleppt, schleppte, hat geschleppt|to tow, drag
der|der Treffer, -|hit, goal
der|der Helfer, -|helper, accomplice
der|der Vizepräsident, -en|vice president
die|die Haustür, -en|front door
die|die Landesregierung, -en|state government
adj|aggressiv|aggressive
adj|definitiv|definite, definitive
verb|locken, lockt, lockte, hat gelockt|to lure, tempt
verb|löschen, löscht, löschte, hat gelöscht|to put out, delete
die|die Mahlzeit, -en|meal
prep|samt|together with, along with
verb|vollziehen, vollzieht, vollzog, hat vollzogen|to carry out, administer, take place
die|die Wiederholung, -en|repetition
verb|aufbringen, bringt auf, brachte auf, hat aufgebracht|to raise, find
adv|einigermaßen|somewhat, fairly, reasonably
die|die Mitteilung, -en|communication, announcement
das|das Praktikum, die Praktika|internship
verb|verzeichnen, verzeichnet, verzeichnete, hat verzeichnet|to list, record
die|die Vorsicht|caution
die|die Auskunft, -̈e|information
der|der Bezirk, -e|district
der|der Bogen, -|bow, arc, sheet
die|die Entdeckung, -en|discovery
die (pl)|Ferien|school break, vacation
der|der General, -e|general
die|die Messe, -n|(trade) fair, mass
verb|scheiden, scheidet, schied, hat geschieden|to separate, divorce
verb|schlucken, schluckt, schluckte, hat geschluckt|to swallow
adj|südlich|southern
verb|zurücklegen, legt zurück, legte zurück, hat zurückgelegt|to put back, put aside, cover (distance)
verb|anordnen, ordnet an, ordnete an, hat angeordnet|to order, arrange
verb|beibringen, bringt bei, brachte bei, hat beigebracht|to teach
verb|bevorstehen, steht bevor, stand bevor, hat bevorgestanden|to lie ahead, be imminent
der|der Chemiker, -|chemist
die|die Erscheinung, -en|phenomenon, appearance
adv|herunter|down
adv|hinterher|after, afterwards
adj|kostenlos|free (of charge)
die|die Maus, -̈e|mouse
die|die Unabhängigkeit, -en|independence
die|die Vene, -n|vein
der|der Bestand, -̈e|continuation, stock, supply
adj|einzigartig|unique
die|die Kohle, -n|coal
adj|reell|real
verb|reiten, reitet, ritt, ist geritten|to ride
das|das Smartphone, -s|smartphone
die|die Werkstatt, -̈en|workshop, garage
die|die Kälte|cold
das|das Kloster, -̈|monastery, convent
die|die Laune, -n|mood
verb|nachfragen, fragt nach, fragte nach, hat nachgefragt|to ask (sb), inquire
die|die Toilette, -n|toilet
das|das Unglück, -e|misfortune, disaster
verb|verlegen, verlegt, verlegte, hat verlegt|to misplace, postpone
die|die Eröffnung, -en|opening
die|die Fragestellung, -en|problem, question
der|der Grieche, -n|Greek
adj|industriell|industrial
verb|konfrontieren, konfrontiert, konfrontierte, hat konfrontiert|to confront
der|der Sex|sex
pron|wovon|from what, about what
adj|absurd|absurd
die|die Miete, -n|rent
verb|angehören, gehört an, gehörte an, hat angehört|to belong
der|der Apfel, -Ä|apple
adj|autonom|autonomous
adj|blond|blond
adj|anstrengend|exhausting
der|der Bär, -en|bear
adv|hinzu|in addition
adj|lateinisch|Latin
das|das Menschenrecht, -e|human right
adj|mühsam|strenuous, laborious
adj|präzise|precise
der|der Wahnsinn|madness, insanity, lunacy
der|der Anruf, -e|call
verb|feststehen, steht fest, stand fest, hat festgestanden|to be certain, fixed, firm
der|der Sieger, -|winner
die|die Unterkunft, -̈e|accommodation
die|die Verknüpfung, -en|combination, link
verb|anfühlen, fühlt an, fühlte an, hat angefühlt|to feel
adj|düster|gloomy
verb|freisetzen, setzt frei, setzte frei, hat freigesetzt|to release
der|der Kompromiss, -e|compromise
der|der Maßstab, -̈e|scale, yardstick, standard
verb|skizzieren, skizziert, skizzierte, hat skizziert|to outline, sketch
adj|starr|stiff, rigid, paralyzed
der|der Vorhang, -̈e|curtain
die|die Währung, -en|currency
die|die Wüste, -n|desert
verb|berufen, beruft, berief, hat berufen|to appoint
verb|eingreifen, greift ein, griff ein, hat eingegriffen|to intervene
die|die Tasse, -n|cup
verb|unterstellen, unterstellt, unterstellte, hat unterstellt|to put in charge, imply, store
verb|vorbeigehen, geht vorbei, ging vorbei, ist vorbeigegangen|to go past, pass
die|die Flamme, -n|flame
der|der Frühling, -e|spring
adj|langjährig|long-standing
das|das Maximum, die Maxima|maximum
das|das Militär|military
adv|oftmals|frequently
der|der Papst, -̈e|pope
der|der Profi, -s|pro, professional
die|die Aufregung, -en|excitement
verb|aufsagen, sagt auf, sagte auf, hat aufgesagt|to recite, refuse to serve
verb|bergen, birgt, barg, hat geborgen|to rescue, hide
verb|erwachen, erwacht, erwachte, ist erwacht|to wake up
der|der Nebel, -|fog
der|der Terroranschlag, -̈e|terrorist attack
verb|andeuten, deutet an, deutete an, hat angedeutet|to suggest, indicate
adj|deutschsprachig|German-speaking
der|der Embryo, -ne|embryo
die|die Muskulatur, -en|musculature
der|der Rückstand, -̈e|backlog, deficit
verb|entfalten, entfaltet, entfaltete, hat entfaltet|to unfold, develop
der|der Ermittler, -|investigator
adj|hässlich|ugly
die|die Hypothese, -n|hypothesis
adj|unverändert|unchanged
pron|woran|on what, of what
verb|hereinkommen, kommt herein, kam herein, ist hereingekommen (reinkommen)|to come in
verb|heulen, heult, heulte, hat geheult|to howl, wail, cry
verb|zurücktreten, tritt zurück, trat zurück, ist zurückgetreten|to step back, resign
adv|demnächst|shortly
verb|einschlagen, schlägt ein, schlug ein, hat eingeschlagen|to hammer in, smash, take
der|der Rock, -̈e|skirt, rock music
die|die Übernahme, -n|takeover
adj|akademisch|academic
adj|aufwendig|extravagant, costly
verb|einschätzen, schätzt ein, schätzte ein, hat eingeschätzt|to judge, assess
die|die Kapazität, -en|capacity
der|der Regierungschef, -s|head of government
verb|regnen, regnet, regnete, hat geregnet|to rain
der|der Rohstoff, -e|raw material
verb|beten, betet, betete, hat gebetet|to pray
der|der Fokus, -se|focus
verb|hocken, hockt, hockte, hat gehockt|to squat, crouch
das|das Informationssystem, -e|information system
adj|liberal|liberal
adj|musikalisch|musical
der|der Pfarrer, -|pastor
die|die Provinz, -en|province
die|die Trauer|grief
der|der Aufsichtsrat, -̈e|supervisory board
das|das Gerücht, -e|rumor
verb|kriechen, kriecht, kroch, ist gekrochen|to crawl
das|das Sofa, -s|sofa, couch
der|der Urlauber, -|vacationer
verb|abwenden, wendet ab, wendete ab, hat abgewendet|to turn away, avert
die|die Aufführung, -en|performance
das|das Huhn, -̈er|hen, chicken
die|die Relation, -en|proportion, relation
verb|ruhen, ruht, ruhte, hat geruht|to rest
die|die Steigerung, -en|increase
der|der Vorfall, -̈e|incident
das|das Vorfeld, -er|advance
die|die Ankunft, -̈e|arrival
die|die Auflösung, -en|dissolving, dissolution, breaking up
verb|ausweichen, weicht aus, wich aus, ist ausgewichen|to make way, evade, avoid
das|das Paket, -e|parcel, package
verb|putzen, putzt, putzte, hat geputzt|to clean
adj|variabel|variable
verb|zuführen, führt zu, führte zu, hat zugeführt|to lead to sth, supply
die|die Akademie, -n|academy
der|der Ausgangspunkt, -e|starting point
der|der Berater, -|advisor, consultant
verb|erregen, erregt, erregte, hat erregt|to arouse, attract, excite
adv|letztendlich|ultimately
adj|proportional|proportional
verb|erschöpfen, erschöpft, erschöpfte, hat erschöpft|to exhaust
die|die Frist, -en|time period, deadline
verb|gegenüberstehen, steht gegenüber, stand gegenüber, hat gegenübergestanden|to face
adj|operativ|operative
der|der Proband, -en|subject, test person
die|die Qualifikation, -en|qualification
die|die Schlange, -n|snake, line
adj|schräg|diagonal, at an angle
adj|verehrt|venerated, honored
pron|wieviel|how much
das|Belgien|Belgium
die|die Einleitung, -en|introduction
adj|gefangen|captive, captured, caught
das|das Hobby, -s|hobby
das|das Möbel, -|(piece of) furniture
verb|nerven, nervt, nervte, hat genervt|to annoy
adj|restlich|remaining
die|die Sanktion, -en|sanction
verb|täuschen, täuscht, täuschte, hat getäuscht|to deceive, be mistaken
die|die Zone, -n|zone
verb|antun, tut an, tat an, hat angetan|to do sth to sb
die|die Architektur, -en|architecture
die|die Biologie|biology
adj|einmalig|unique, fantastic
adv|irgend|some
der|der Kreislauf, -̈e|circulation
das|das Lösungsmittel, -|solvent
der|der PC, -s|computer
das|das Protokoll, -e|minutes, record
adj|unsichtbar|invisible
verb|verdrängen, verdrängt, verdrängte, hat verdrängt|to drive out, suppress
verb|vernichten, vernichtet, vernichtete, hat vernichtet|to destroy
