|word|part_of_speech|lemma
76801|Dopeman|Substantiv|Dopeman
76802|Years|Substantiv|das Jahr
76805|Shut|Verb|shut
76806|Bassnectar|Substantiv|Bassnectar
76807|Speakerbox|Substantiv|Speakerbox
76809|Lafa|Substantiv|Lafa
76810|Taylor|Substantiv|Taylor
76811|OIJ|Substantiv|OIJ
76812|Blinded|Verb|blinden
76815|Bottoms|Substantiv|die Hose
76816|Cough|Verb|husten
76817|It|Pronomen|es
76819|Dear|Adjektiv|lieb
76821|Tongues|Substantiv|die Zunge
76822|Fetty|Substantiv|Fetty
76823|Wap|Substantiv|Wap
76824|679|Numeral|679
76826|Remy|Substantiv|Remy
76827|Boyz|Substantiv|die Jungs
76829|Brown|Adjektiv|braun
76831|XYO|Substantiv|XYO
76832|Low|Adjektiv|niedrig
76835|Williams|Substantiv|Williams
76836|Before|Adverb|vor
76838|Sleep|Verb|schlafen
76839|Colony|Substantiv|die Kolonie
76841|Waiting|Verb|warten
76844|Time|Substantiv|die Zeit
76849|Kotomi|Substantiv|Kotomi
76850|Swimming|Verb|schwimmen
76852|Simple|Adjektiv|einfach
76855|Fratellis|Substantiv|Fratellis
76859|Lie|Verb|lügen
76861|Me|Pronomen|mich
76864|Learn|Verb|lernen
76867|Gallant|Adjektiv|tapfer
76868|Weight|Substantiv|das Gewicht
76872|Thicke|Adjektiv|dick
76873|Morning|Substantiv|der Morgen
76874|Sun|Substantiv|die Sonne
76876|Foreman|Substantiv|der Vorarbeiter
76877|Your|Pronomen|dein
76880|Enough|Adjektiv|genug
76881|Son|Substantiv|der Sohn
76885|Everything|Pronomen|alles
76886|Bilal|Substantiv|Bilal
76891|Kendrick|Substantiv|Kendrick
76892|Lamar|Substantiv|Lamar
76893|Wale|Substantiv|Wale
76895|Girls|Substantiv|die Mädchen
76897|Drugs|Substantiv|die Drogen
76899|Anne-Marie|Substantiv|Anne-Marie
76901|Jimi|Substantiv|Jimi
76902|Charles|Substantiv|Charles
76903|Moody|Adjektiv|launisch
76904|Other|Adjektiv|anders
76906|California|Substantiv|Kalifornien
76907|Wives|Substantiv|die Frauen
76909|Heart|Substantiv|das Herz
76910|Always|Adverb|immer
76911|Breaks|Verb|brechen
76913|Mowglis|Substantiv|Mowglis
76914|Summertime|Substantiv|der Sommer
76916|Hunted|Verb|jagen
76917|Lucky|Adjektiv|glücklich
76918|Day|Substantiv|der Tag
76919|Prince|Substantiv|der Prinz
76920|Royce|Substantiv|Royce
76921|Extraordinary|Adjektiv|außergewöhnlich
76923|Old|Adjektiv|alt
76925|Never|Adverb|nie
76926|Gonna|Verb|werden
76929|Cry|Verb|weinen
76931|Kross|Substantiv|Kross
76933|Until|Präposition|bis
76938|bird|Substantiv|der Vogel
76940|bee|Substantiv|die Biene
76942|Angeles|Substantiv|Angeles
76947|State|Substantiv|der Staat
76952|Chet|Substantiv|Chet
76953|Faker|Substantiv|der Faker
76954|Bend|Verb|biegen
76956|Priest|Substantiv|der Priester
76960|With|Präposition|mit
76963|Elephante|Substantiv|Elephante
76969|Krystalmath|Substantiv|Krystalmath
76971|Mistake|Substantiv|der Fehler
76972|Jack|Substantiv|Jack
76973|Grace|Substantiv|die Gnade
76974|Hill|Substantiv|der Hügel
76975|Klyne|Substantiv|Klyne
76976|Paralyzed|Adjektiv|gelähmt
76979|Eye|Substantiv|das Auge
76982|Lolawolf|Substantiv|Lolawolf
76983|Every|Pronomen|jeder
76984|Fuckin|Adjektiv|verdammt
76991|ZZ|Substantiv|ZZ
76992|Ward|Substantiv|das Ward
76993|Lonely|Adjektiv|einsam
76998|leuchtend|Adjektiv|leuchtend
77007|Punk-Rock|Substantiv|Punk-Rock
77030|mags|Substantiv|die Magazine
77046|rauslässen|Verb|rauslassen
77049|Wohnungslose|Substantiv|der Wohnungslose
77052|disen|Verb|disen
77055|Geflüchteten|Substantiv|die Geflüchteten
77058|sprichen|Verb|sprechen
77064|verspritzt|Adjektiv|verspritzt
77069|zerfrissen|Adjektiv|zerfressen
77074|drifteen|Verb|driften
77114|Ahhh|Interjektion|Ahhh
77130|Beastie-Boys-Shirt|Substantiv|das Beastie-Boys-Shirt
77146|Facebook-Timeline|Substantiv|die Facebook-Timeline
77147|Nazischeiß|Substantiv|der Nazischeiß
77248|aushalts|Adjektiv|aushaltend
77286|ausHalt|Verb|aushalten
77295|driftesn|Verb|driften
77395|Solltest|Verb|sollen
77410|ihrm|Pronomen|ihr
77482|verschmilzen|Verb|verschmelzen
77492|Suchst|Verb|suchen
77609|bewertend|Adjektiv|bewertend
77679|Hood|Substantiv|der Hood
77830|Folgendes|Substantiv|das Folgende
77875|älteste|Adjektiv|älteste
77876|Verarschungstrick|Substantiv|der Verarschungstrick
77890|anbiet|Verb|anbieten
77892|verneins|Verb|verneinen
77900|Iss|Verb|essen
77909|erschieß|Verb|erschießen
77936|Lösch|Verb|löschen
77938|verhör|Substantiv|das Verhör
77942|zerstör|Verb|zerstören
77944|Vernichten|Verb|vernichten
77953|backn|Verb|backen
77963|Ex-Eremit|Substantiv|der Ex-Eremit
77974|Uah|Interjektion|Uah
78020|super-lecker-Kokosfett|Substantiv|das super-lecker-Kokosfett
78021|Yoghurt-Tofu-Walnuss-Dressing|Substantiv|das Yoghurt-Tofu-Walnuss-Dressing
78051|ausgecheckt|Verb|auschecken
78056|aufgegessen|Verb|aufessen
78060|Verdau|Substantiv|die Verdau
78088|jag|Verb|jagen
78131|Käsereiben|Substantiv|das Käsereiben
78137|Synapsensalat|Substantiv|der Synapsensalat
78182|Dräht|Substantiv|der Draht
78199|Obiwan-Kenobi|Substantiv|Obiwan-Kenobi
78204|Komete|Substantiv|die Kometen
78207|Besuchen|Verb|besuchen
78217|Ebnen|Verb|ebnen
78218|Schwerelos|Adjektiv|schwerelos
78232|verzeihn|Verb|verzeihen
78242|allerletzter|Adjektiv|allerletzt
78268|Down|Adjektiv|unten
78269|Under|Präposition|unter
78280|Denen|Pronomen|denen
78284|Facebook-Mood|Substantiv|der Facebook-Mood
78285|aufgeregt|Adjektiv|aufgeregt
78286|Voll|Adjektiv|voll
78291|zu-Hause|Adjektiv|zu Hause
78293|Abgestimmt|Verb|abstimmen
78326|Batikhose|Substantiv|die Batikhose
78359|hätten|Verb|haben
78377|Yo|Interjektion|Yo
78394|Reisetumblr|Substantiv|der Reisetumblr
78410|Nachm|Abkürzung|Nachmittag
78411|abi|Substantiv|das Abi
78533|gestitcht|Verb|stitchen
78534|Peace-Zeichen|Substantiv|das Peace-Zeichen
78544|Kriegsreich|Substantiv|das Kriegsreich
78546|ohhh|Interjektion|ohhh
78574|importiert|Verb|importieren
78582|gekauft|Verb|kaufen
78601|einPack|Substantiv|das Pack
78605|Ba-Batikhose|Substantiv|die Ba-Batikhose
78655|alda|Substantiv|Alda
78669|Amis|Substantiv|die Amis
78704|Fühlt|Verb|fühlen
78733|saufn|Verb|saufen
78782|jajaja|Interjektion|jajaja
78792|jajajajaja|Interjektion|jajajajaja
78824|schießn|Verb|schießen
78890|Berührn|Verb|berühren
78915|35000|Numeral|35000
78994|Merk|Verb|merken
79007|Schönheitsköniginne|Substantiv|die Schönheitskönigin
79016|geölt|Adjektiv|geölt
79028|faszinierend|Adjektiv|faszinierend
79034|möcht|Verb|möchten
79059|abgemagert|Adjektiv|abgemagert
79190|Whack-MC|Substantiv|der Whack-MC
79242|Beatles|Substantiv|die Beatles
79252|Esst|Verb|essen
79254|Tofuschnitzel|Substantiv|das Tofuschnitzel
79255|lasst|Verb|lassen
79267|Fresst|Verb|fressen
79294|Bibellesen|Substantiv|das Bibellesen
79353|Fantasi|Substantiv|die Fantasie
79469|Becks|Substantiv|Becks
79474|stell|Verb|stellen
79493|Ehm|Interjektion|Ehm
79507|Wooah|Interjektion|Wooah
79510|Haaa|Interjektion|Haaa
79524|Ohhhh|Interjektion|Ohhhh
79525|Yeaaah|Interjektion|Yeaaah
79527|Wohoho|Interjektion|Wohoho
79530|Wauu|Interjektion|Wauu
79558|Rescue-Tropfen|Substantiv|die Rescue-Tropfen
79579|mitm|Pronomen|mit mir
79589|Kieztränn|Substantiv|der Kieztränn
79614|weinsen|Verb|weinen
79658|Starten|Verb|starten
79749|21|Numeral|21
79750|22|Numeral|22
79751|23|Numeral|23
79767|26|Numeral|26
79802|verschwendest|Verb|verschwenden
79806|Kneipen|Substantiv|die Kneipe
79808|WGs|Substantiv|die WGs
79851|Straßenlaternenlicht|Substantiv|das Straßenlaternenlicht
80000|28|Numeral|28
80004|erschienen|Verb|erscheinen
80006|unerschienen|Adjektiv|unerschienen
80012|Fraktale|Substantiv|die Fraktale
80015|Schaman|Substantiv|der Schaman
80017|Geistreisende|Substantiv|die Geistreisende
80019|Mikroenzyklopen-jagende|Adjektiv|Mikroenzyklopen-jagend
80020|Weichorganisme|Substantiv|das Weichorganisme
80063|bling|Substantiv|das Bling
80098|wühln|Verb|wühlen
80158|Moleküle|Substantiv|die Moleküle
80188|Verseuchten|Substantiv|die Verseuchten
80190|Ausgespuckten|Substantiv|die Ausgespuckten
80256|Manson|Substantiv|Manson
80276|Ballo|Substantiv|Ballo
80295|Entledigung|Substantiv|die Entledigung
80298|Anziehsache|Substantiv|die Anziehsache
80300|Percipio-ergo-sum|Substantiv|das Percipio-ergo-sum
80303|drehend|Verb|drehen
80309|Universo|Substantiv|das Universo
80319|Klüger|Adjektiv|klüger
80331|Seins|Substantiv|das Seins
80426|Vorfahrn|Verb|vorfahren
80494|realisiern|Verb|realisieren
80530|Mythen|Substantiv|die Mythen
80619|aufGib|Verb|aufgeben
80673|rufwär|Verb|rufen
80694|irie|Adjektiv|irie
80696|révoltés|Adjektiv|révoltiert
80697|Révoltés|Adjektiv|révoltiert
80702|Vibes|Substantiv|die Vibes
80703|Allez|Interjektion|Allez
80730|remember|Verb|erinnern
80731|Irie|Adjektiv|irie
80753|Les|Pronomen|die
80754|rebelles|Adjektiv|rebellisch
80756|là|Adverb|dort
80764|ALLEZ|Interjektion|ALLEZ
80779|Radi-radikal|Substantiv|der Radi-radikal
80784|AFD|Substantiv|die AFD
80786|aufhör|Verb|aufhören
80802|Pre-Chorus|Substantiv|das Pre-Chorus
80803|Nie|Adverb|nie
80865|Résister|Verb|widerstehen
80872|Tout|Pronomen|alles
80874|temps|Substantiv|die Zeit
80876|Toutes|Pronomen|alle
80878|Merveilleuses|Adjektiv|wunderbar
80879|années|Substantiv|die Jahre
80880|Quon|Pronomen|wir
80884|Je|Pronomen|ich
80885|vais|Verb|gehen
80886|Jamais|Adverb|nie
80888|oublier|Verb|vergessen
80889|Vous|Pronomen|Sie
80890|êtes|Verb|sein
80892|mi-fa|Substantiv|mi-fa
80893|vous|Pronomen|ihr
80895|Toujours|Adverb|immer
80897|rester|Verb|bleiben
80900|va|Verb|gehen
80901|continuer|Verb|fortsetzen
80902|Jreste|Verb|bleiben
80903|toujours|Adverb|immer
80904|motivé|Adjektiv|motiviert
80905|Lesprit|Substantiv|der Geist
80906|vis|Verb|sehen
80908|nous|Pronomen|wir
80909|Tous|Pronomen|alle
80911|continue|Verb|fortsetzen
80913|résister|Verb|widerstehen
80915|antifasciste|Adjektiv|antifaschistisch
80921|Emmerder|Verb|ärgern
80922|Radi-radikal|Substantiv|der Radi-radikal
80924|poings|Substantiv|die Fäuste
80925|Jvais|Verb|gehen
80928|lever|Verb|lever
80929|Pour|Verb|pour
80930|l'esprit|Substantiv|l'esprit
80939|vergehn|Verb|vergehen
80966|Révolté|Adjektiv|révolté
81002|reste|Verb|rester
81006|chaque|Adjektiv|chaque
81008|fait|Verb|faire
81010|chemin|Substantiv|le chemin
81014|sur|Präposition|sur
81016|même|Adjektiv|même
81017|bateau|Substantiv|le bateau
81020|rien|Pronomen|rien
81022|peut|Verb|pouvoir
81024|séparer|Verb|séparer
81026|s'accepte|Verb|s'accepter
81027|avec|Präposition|avec
81028|nos|Pronomen|nos
81029|qualités|Substantiv|les qualités
81032|défauts|Substantiv|les défauts
81035|Le|Artikel|le
81036|message|Substantiv|le message
81038|l'énergie|Substantiv|l'énergie
81039|seront|Verb|être
81041|transporté|Verb|transporter
81044|vos|Pronomen|vos
81045|échos|Substantiv|les échos
81049|demeure|Verb|demeurer
81053|de nous|Pronomen|nous
81055|chaque|Adjektiv|chaque
81062|que|Pronomen|que
81064|dédie|Verb|dédier
81065|ce|Pronomen|ce
81066|morceau|Substantiv|le morceau
81105|Outro|Substantiv|l'outro
81157|flanière|Adjektiv|flanière
81173|anben|Verb|anbieten
81284|Schlote|Substantiv|le Schlote
81306|Klaren|Verb|klaren
81330|Freaks|Substantiv|les freaks
81338|esen|Verb|essen
81362|biten|Verb|bieten
81392|Spektakulär|Adjektiv|spektakulär
81400|Probiere|Verb|probieren
81427|bilden|Verb|bilden
81437|Geboren|Adjektiv|geboren
81443|Erdenwesen|Substantiv|l'Erdenwesen
81446|Kotz|Verb|kotzen
81448|kack|Verb|kacken
81461|mutier|Verb|mutieren
81465|krepier|Verb|krieper
81477|kapier|Verb|kapieren
81480|kopier|Verb|kopieren
81507|aufwachn|Verb|aufwachen
81526|TicTac|Substantiv|le TicTac
81535|neen|Verb|nein
81581|schätzen|Verb|schätzen
81583|setzen|Verb|setzen
81591|Letztlich|Adjektiv|letztlich
81619|Spielarten|Substantiv|die Spielarten
81632|Nehme|Verb|nehmen
81646|Tieftauchen|Verb|tieftauchen
81675|wimmer|Verb|wimmern
81717|Morphe|Substantiv|die Morphe
81727|Herzens|Substantiv|das Herz
81743|schneid|Verb|schneiden
81769|Fürstenwalde-Spree|Substantiv|Fürstenwalde-Spree
81776|chillst|Verb|chillen
81824|wegmach|Verb|wegmachen
81832|verkauf|Verb|verkaufen
81843|Sprüh|Verb|sprühen
81958|Gentlemen|Substantiv|der Gentleman
81959|Folgendermaßen|Adverb|folgendermaßen
82029|Scratchgeräusch|Substantiv|das Scratchgeräusch
82054|Werfen|Verb|werfen
82094|Partyhüten|Substantiv|die Partyhut
82118|Meines|Pronomen|mein
82132|Treppentext|Substantiv|der Treppentext
82135|uha|Interjektion|uha
82174|entspann|Verb|entspannen
82225|ermittelst|Verb|ermitteln
82231|vermittelst|Verb|vermitteln
82272|Versteh|Verb|verstehen
82276|Folg|Verb|folgen
82291|scratchtmachen|Verb|scratchen
82345|KÄPTN|Substantiv|der Käpt'n
82374|formulier|Verb|formulieren
82387|erfunden|Verb|erfinden
82390|warte|Verb|warten
82399|Korrekt|Adjektiv|korrekt
82406|ungeheilt|Adjektiv|ungeheilt
82440|Formulieren|Verb|formulieren
82524|Krasses|Adjektiv|krass
82575|anfassen|Verb|anfassen
82629|getarnt|Adjektiv|getarnt
82648|Gesamten|Adjektiv|gesamt
82672|reingefallen|Adjektiv|reingefallen
82738|gräbt|Verb|graben
82841|Arr|Interjektion|arr
82842|arr|Interjektion|arr
82858|klarmach|Verb|klarmachen
82883|Gräten|Substantiv|die Gräten
82884|befrei|Verb|befreien
82888|S-H-N|Substantiv|S-H-N
82896|zuMach|Verb|zumachen
82901|schieb|Verb|schieben
82923|Black|Adjektiv|black
82925|Blackbeard|Substantiv|der Blackbeard
82926|Hoodwatcher|Substantiv|der Hoodwatcher
82971|Hakenhand|Substantiv|die Hakenhand
83023|Strohrum|Substantiv|der Strohrum
83025|sauf|Verb|saufen
83059|Landrattenkram|Substantiv|der Landrattenkram
83076|Haien|Substantiv|die Haie
83097|weinen|Verb|weinen
83154|Kanonn|Substantiv|die Kanonn
83176|kannste|Verb|können
83179|piratversichert|Adjektiv|piratversichert
83186|vollkommen|Adjektiv|vollkommen
83195|Ollen|Substantiv|die Ollen
83196|verhaken|Verb|verhaken
83221|Baller|Verb|ballern
83224|rumgeh|Verb|rumgehen
83248|Panisch|Adjektiv|panisch
83250|denkst|Verb|denken
83289|Mike|Substantiv|der Mike
83290|Packt|Verb|packen
83299|Lalalalala|Interjektion|lalalalala
83301|lalala|Interjektion|lalala
83395|macken|Verb|macken
83402|Kaputt|Adjektiv|kaputt
83428|bitten|Verb|bitten
83432|Line|Substantiv|die Line
83433|punchen|Verb|punchen
83435|Werdet|Verb|werden
83449|Wobwobwob|Interjektion|wobwobwob
83492|Thief|Substantiv|der Thief
83501|nö|Interjektion|nö
83518|Kreismacke|Substantiv|die Kreismacke
83533|ritten|Verb|reiten
83534|yihaa|Interjektion|yihaa
83535|Gentlemen|Substantiv|die Gentlemen
83550|Wobwob|Interjektion|wobwob
83582|doktikologisch|Adjektiv|doktikologisch
83586|Virum|Substantiv|das Virum
83589|Logophotonenkammer|Substantiv|die Logophotonenkammer
83594|Wob|Interjektion|wob
83613|vollbracht|Adjektiv|vollbracht
83717|Ziffern|Substantiv|die Ziffern
83725|Rhythmen|Substantiv|die Rhythmen
83746|antistabil|Adjektiv|antistabil
83749|rechoreographieren|Verb|rechoreographieren
83761|Überlässt|Verb|überlassen
83768|Klügere|Adjektiv|klüger
83770|Nach-|Präposition|nach
83771|Hilfeunterricht|Substantiv|der Hilfeunterricht
83774|Dümmeren|Adjektiv|dümmer
83833|Fühlst|Verb|fühlen
83881|getting|Verb|get
83884|here|Adverb|here
83922|schluss|Substantiv|der Schluss
83953|wiederkehrend|Adjektiv|wiederkehrend
83991|Trailerpark-Kollege|Substantiv|der Trailerpark-Kollege
83992|Timi|Substantiv|Timi
83993|Hendrix|Substantiv|Hendrix
84007|Amewu|Substantiv|Amewu
84011|Curse|Substantiv|Curse
84012|Kristallklarer|Adjektiv|kristallklar
84051|auftauchend|Adjektiv|auftauchend
84094|NMZS|Substantiv|NMZS
84095|Antilopen|Substantiv|die Antilopen
84101|Genetikk|Substantiv|die Genetikk
84102|ft|Abkürzung|ft
84103|MoTrip|Substantiv|MoTrip
84109|bzw|Abkürzung|bzw
84121|Outta|Abkürzung|outta
84123|world|Substantiv|die Welt
84152|Ferris|Substantiv|Ferris
84182|KIZ|Substantiv|KIZ
84221|Berufs-Ebene|Substantiv|die Berufs-Ebene
84225|Olson|Substantiv|Olson
84235|Gangsta|Substantiv|der Gangsta
84259|Goodbye|Interjektion|goodbye
84276|Kollegah|Substantiv|Kollegah
84277|Vorbei|Adjektiv|vorbei
84292|Fortbewegungsvorgang|Substantiv|der Fortbewegungsvorgang
84297|Abschiednehmen|Verb|abschiednehmen
84306|Donato|Substantiv|Donato
84316|sämtlicher|Adjektiv|sämtlich
84333|vergangen|Adjektiv|vergangen
84340|Familie|Substantiv|die Familie
84344|Silla|Substantiv|Silla
84346|Flo|Substantiv|Flo
84347|Mega|Adjektiv|mega
84349|257ers|Substantiv|die 257ers
84357|Nachfolgetrack|Substantiv|der Nachfolgetrack
84359|Irgendwo|Adverb|irgendwo
84361|Vegas|Substantiv|Vegas
84379|Favorite|Substantiv|der Favorite
84386|Fantastischen|Adjektiv|fantastisch
84396|Trennungssong|Substantiv|der Trennungssong
84418|Verlassenen|Adjektiv|verlassen
84431|Bushido|Substantiv|Bushido
84435|Casper|Substantiv|Casper
84438|Davon|Pronomen|davon
84489|Ariel|Substantiv|Ariel
84497|Gerard|Substantiv|Gerard
84499|Chronologisch|Adjektiv|chronologisch
84500|aufsteigend|Adjektiv|aufsteigend
84519|2013|Numeral|2013
84548|vermehrt|Adjektiv|vermehrt
84561|Verschwommen|Adjektiv|verschwommen
84616|Trettmann|Substantiv|Trettmann
84622|Ferri|Substantiv|Ferri
84654|Orsons|Substantiv|Orsons
84656|Sido|Substantiv|Sido
84657|Boombidibyebye|Substantiv|Boombidibyebye
84658|EloQuent|Substantiv|EloQuent
84660|Sookee|Substantiv|Sookee
84661|fen|Verb|finden
84664|Warten|Verb|warten
84669|Bevor|Konjunktion|bevor
84672|Bizzy|Substantiv|Bizzy
84676|PTK|Substantiv|PTK
84678|Karamba|Interjektion|karamba
84689|Füchse|Substantiv|die Füchse
84746|Bienn|Verb|bienen
84749|reimen|Verb|reimen
84766|Schien|Verb|scheinen
84808|Ernähren|Verb|ernähren
84815|Bohn|Substantiv|die Bohne
84822|schon|Adjektiv|schon
84829|rauszuholen|Verb|rausholen
84840|erfehlen|Verb|erfehlen
84865|anspornen|Verb|anspornen
84873|einfangen|Verb|einfangen
84939|Verräterschwein|Substantiv|das Verräterschwein
85021|Fuchswesen|Substantiv|das Fuchswesen
85105|Fuchspaar|Substantiv|das Fuchspaar
85107|Fliegst|Verb|fliegen
85127|beißen|Verb|beißen
85277|lernen|Verb|lernen
85278|Albatro|Substantiv|der Albatro
85281|vorbeigucken|Verb|vorbeigucken
85333|flog|Verb|fliegen
85335|glitt|Verb|gleiten
85385|weiterverwandeln|Verb|weiterverwandeln
85427|Pelikanmutationsgesang|Substantiv|der Pelikanmutationsgesang
85429|Peli-Peli-Pelikan|Substantiv|der Peli-Peli-Pelikan
85440|Peli-di-Peli-di-Peli-Peli-Peli-Peli-Peli|Substantiv|Peli-di-Peli-di-Peli-Peli-Peli-Peli-Peli
85443|zusammenbrechen|Verb|zusammenbrechen
85446|Wurde|Verb|werden
85453|aufschreiben|Verb|aufschreiben
85461|aufhörte|Verb|aufhören
85471|plop|Verb|ploppen
85516|Plop|Substantiv|das Plop
85675|Zitterte|Verb|zittern
85720|tote|Adjektiv|tot
85736|enthoben|Adjektiv|enthoben
85744|belogen|Adjektiv|belogen
85773|verstehen|Verb|verstehen
85780|scheitern|Verb|scheitern
85788|auffangen|Verb|auffangen
85792|umflügeln|Verb|umflügeln
85953|anlassen|Verb|anlassen
86038|Oh-oh-oh-oh|Interjektion|oh-oh-oh-oh
86039|oh-oh-oh-oh|Interjektion|oh-oh-oh-oh
86040|Oh-oh-oh-oh-oh|Interjektion|oh-oh-oh-oh-oh
86177|machst|Verb|machen
86281|Brauchst|Verb|brauchen
86285|vollgehauen|Adjektiv|vollgehauen
86291|anvertrauen|Verb|anvertrauen
86512|Mariannenplatz|Substantiv|der Mariannenplatz
86517|Tourie|Substantiv|Tourie
86521|Irgendeiner|Pronomen|irgendeiner
86574|twitteren|Verb|twittern
86575|räumen|Verb|räumen
86580|Yuppiegarde|Substantiv|die Yuppiegarde
86582|Sushiläden|Substantiv|die Sushiläden
86590|saniert|Adjektiv|saniert
86604|rausschmeißen|Verb|rausschmeißen
86624|stärkste|Adjektiv|stärkste
86636|geschaffen|Verb|schaffen
86647|Hausbesitzerszene|Substantiv|die Hausbesitzerszene
86670|unseren|Pronomen|unser
86676|Oranienstraße|Substantiv|die Oranienstraße
86686|Scherben-Song|Substantiv|der Scherben-Song
86688|dranlassen|Verb|dranlassen
86719|schreien|Verb|schreien
86769|Schmeißen|Verb|schmeißen
86804|schweigen|Verb|schweigen
86846|schweigen|Verb|schweigen
86860|scheint|Verb|scheinen
86868|Sieht|Verb|sehen
86891|schwingen|Verb|schwingen
86935|mhm|Interjektion|mhm
86949|Denkt|Verb|denken
87002|Da-da-da-da-da-da|Interjektion|da-da-da-da-da-da
87003|Da-da-da-döh|Interjektion|da-da-da-döh
87005|abKomm|Verb|abkommen
87022|losschrei|Verb|losschreien
87045|Côte|Substantiv|die Côte
87046|dAzur|Substantiv|die Côte d'Azur
87083|Sprühn|Verb|sprühen
87119|Havana|Substantiv|Havana
87175|durchgemacht|Verb|durchmachen
87196|St|Abkürzung|St.
87197|Pauli|Substantiv|Pauli
87240|Gracías|Interjektion|gracias
87247|findsn|Verb|finden
87360|Stell|Verb|stellen
87432|checks|Verb|checken
87434|raff|Verb|raffen
87459|versteh|Verb|verstehen
87565|freitanzen|Verb|freitanzten
87600|durchdrungen|Verb|durchdringen
87640|zusammenzuknüllen|Verb|zusammenknüllen
87694|Trompet|Substantiv|die Trompete
87779|könn|Verb|können
87786|verunsichert|Adjektiv|verunsichert
87856|Whooo|Interjektion|whooo
87910|splifftastisch|Adjektiv|splifftastisch
87919|beeindruckend|Adjektiv|beeindruckend
87923|Witze-reißen|Verb|Witze reißen
87939|Darth-Vader-Line|Substantiv|die Darth-Vader-Line
87964|imponiern|Verb|imponieren
87980|Prop|Substantiv|der Prop
88011|standard|Adjektiv|standard
88013|Desa|Substantiv|Desa
88050|Stimmungsache|Substantiv|die Stimmungsache
88060|irgendner|Pronomen|irgendwer
88062|hatteen|Verb|haben
88083|existiern|Verb|existieren
88119|funktioniern|Verb|funktionieren
88121|loshabt|Verb|loshaben
88139|betonst|Verb|betonen
88165|istn|Verb|sein
88171|Bierzelt-Zeremonie|Substantiv|die Bierzelt-Zeremonie
88173|bistn|Verb|sein
88204|gelangweilen|Verb|gelangweilen
