|frequency_rank|part_of_speech_short|word_de|word_forms_de|sentence_de|word_translations_en|word_en|sentence_en|part_of_speech|sentence_original_de|sentence_original_en
2690|2602|der|der Mittelpunkt|die Mittelpunkte|Er ist der Mittelpunkt der Party.|midpoint, center of attention|center of attention|He is the center of attention at the party.|noun|Heute ist sein Geburtstag und nur er steht im Mittelpunkt.|Today is his birthday and only he is the center of attention.
2691|2603|verb|bereiten|bereiten, bereitet, bereitete, hat bereitet|Der Unfall hat großen Schaden bereitet.|to make, cause, give|to cause|The accident caused great damage.|verb|Die Kinder meines Bruders bereiten mir nur Freude.|My brother’s children are only giving me joy.
2692|2604|die|die Entstehung|die Entstehungen|Die Entstehung des Planeten war komplex.|origin|origin|The origin of the planet was complex.|noun|Es gibt verschiedene Theorien zur Entstehung des Universums.|There are several theories about the origin of the universe.
2693|2605|adj|konservativ||Er hat konservative Ansichten.|conservative|conservative|He holds conservative views.|adjective|Der konservative Flügel der Partei steht für traditionelle Werte.|The conservative wing of the party stands for traditional values.
2694|2606|der|der Magen|die Mägen|Der Magen knurrte laut vor Hunger.|stomach|stomach|His stomach growled loudly with hunger.|noun|Nach dem Essen trinkt er einen Tee, um seinen Magen zu beruhigen.|After eating, he drinks tea to calm his stomach.
2695|2607|adj|psychisch||Die psychische Belastung war enorm.|psychological|psychological|The psychological burden was enormous.|adjective|Stress verursacht psychische Probleme.|Stress causes psychological problems.
2696|2608|das|das Salz|die Salze|Das Salz ist fast aufgebraucht.|salt|salt|The salt is almost used up.|noun|Stefanie isst das Ei mit Salz, weil es dann besser schmeckt.|Stefanie eats the egg with salt because it tastes better.
2697|2609|num|siebzig||Es sind siebzig Leute gekommen.|seventy|seventy|Seventy people have come.|number|Tobias verkauft sein Fahrrad für siebzig Euro.|Tobias sells his bike for seventy euros.
2698|2610|verb|versichern|versichern, versichert, versicherte, hat versichert|Er versichert sein Haus gegen Feuer.|to insure, assert|to insure|He insures his house against fire.|verb|Er versichert sein Fahrrad, falls er einen Unfall hat.|He insures his bike in case of an accident.
2699|2611|der|der Brite|die Briten|Der Brite trank Tee am Nachmittag.|Brit|Brit|The Brit drank tea in the afternoon.|noun|Die Briten entscheiden über die Zukunft Großbritanniens.|The Brits decide on Great Britain’s future.
2700|2612|adj|erkennbar||Der Fehler war sofort erkennbar.|recognizable, apparent, visible|recognizable|The error was immediately recognizable.|adjective|Bakterien sind mit dem menschlichen Auge nicht erkennbar.|Bacteria are not visible for the human eye.
2701|2613|adv|namens||Eine Frau namens Anna rief an.|by the name of, called|called|A woman named Anna called.|adverb|Die Organisation namens “Sea-Watch” hilft bei der Rettung von Flüchtlingen im Mittelmeer.|The organization called “Sea-Watch” helps rescue refugees in the Mediterranean.
2702|2614|die|die Achse|die Achsen|Die Achse des Rades ist gebrochen.|axle, axis|axle|The axle of the wheel is broken.|noun|Die Erde dreht sich in 24 Stunden einmal um ihre Achse.|The earth rotates once around its axis in 24 hours.
2703|2615|verb|klingeln|klingeln, klingelt, klingelte, hat geklingelt|Das Telefon klingelte den ganzen Tag.|to ring|to ring|The phone rang all day long.|verb|Das Telefon klingelt, aber niemand ist da.|The phone is ringing, but nobody is there.
2704|2616|verb|speichern|speichern, speichert, speicherte, hat gespeichert|Er speichert die Datei auf dem Computer.|to store, save|to save|He saves the file on the computer.|verb|Daniel speichert alles auf seinem Computer.|Daniel stores everything on his computer.
2705|2617|der|der Tee|die Tees|Der Tee schmeckt mit Honig besser.|tea|tea|The tea tastes better with honey.|noun|Der Tee kommt aus Indien.|The tea comes from India.
2706|2618|der|der Zeuge|die Zeugen|Der Zeuge sagte im Prozess aus.|witness|witness|The witness testified in the trial.|noun|Die Zeugin behauptet, den Täter nicht zu kennen.|The witness claims not to know who the perpetrator is.
2707|2619|der|der Aufwand|die Aufwände|Der Aufwand lohnt sich am Ende.|expense, effort|effort|The effort is worth it in the end.|noun|Die Organisation des Festes bedeutet für alle einen großen Aufwand.|The organization of the festival is a big effort for everyone.
2708|2620|die|die Kooperation|die Kooperationen|Die Kooperation begann gestern.|cooperation|cooperation|The cooperation started yesterday.|noun|Das Projekt wird in Kooperation mit der Universität Leipzig durchgeführt.|The project is carried out in cooperation with the University of Leipzig.
2709|2621|der|der Kritiker|die Kritiker|Der Kritiker lobte den neuen Film.|critic|critic|The critic praised the new film.|noun|Die Kritiker der Reform warnen vor wirtschaftlichen Folgen.|The critics of the reform warn of economic consequences.
2710|2622|das|das Tal|die Täler|Das Tal ist von Bergen umgeben.|valley|valley|The valley is surrounded by mountains.|noun|Der Schnee liegt nur auf den Bergen und nicht im Tal.|The snow is only on the mountains and not in the valley.
2711|2623|adj|derartig||Derartige Probleme gab es nie.|such, like that|such|Such problems never existed.|adjective|Derartige Probleme wie Unfälle im Verkehr gibt es auf dem Dorf kaum.|Such problems as accidents in traffic hardly exist in the village.
2712|2624|der, die|die Erste||Die Erste in der Reihe bekam den Preis.|first|first|The first in line received the prize.|noun|Angela Merkel ist die Erste in diesem Amt.|Angela Merkel is the first in this position.
2713|2625|adj|vielfach||Das Problem hat vielfache Ursachen.|multiple|multiple|The problem has multiple causes.|adjective|Seine Theorie ist in vielfacher Hinsicht interessant.|His theory is interesting in many ways.
2714|2626|verb|empfangen|empfangen, empfängt, empfing, hat empfangen|Er hat uns herzlich empfangen.|to receive|to receive|He warmly received us.|verb|Wir empfangen unsere Gäste am Flughafen.|We receive our guests at the airport.
2715|2627|die|die Ernährung|die Ernährungen|Eine gesunde Ernährung ist wichtig.|food, diet|diet|A healthy diet is important.|noun|Viele Menschen bevorzugen eine Ernährung ohne Fleisch.|Many people prefer a meatless diet.
2716|2628|die|die Küste|die Küsten|Die Küste erstreckt sich weit.|coast|coast|The coast stretches far.|noun|New York liegt an der Ostküste der USA.|New York is located on the east coast of the USA.
2717|2629|verb|mitkommen|mitkommen, kommt mit, kam mit, ist mitgekommen|Sie wollte unbedingt mitkommen.|to come (with sb)|to come (with sb)|She absolutely wanted to come along.|verb|Martin fragt Tina, ob sie in den Urlaub mitkommen möchte.|Martin asks Tina if she wants to come along on a vacation.
2718|2630|die|die Republik|die Republiken|Die Republik feiert ihr Jubiläum.|republic|republic|The republic celebrates its anniversary.|noun|Eine Republik ist eine Staatsform, bei der die Menschen die Regierung wählen.|A republic is a form of state in which the people elect the government.
2719|2631|verb|zucken|zucken, zuckt, zuckte, hat gezuckt|Er zuckte kurz mit den Schultern.|to twitch, shrug|to shrug|He briefly shrugged his shoulders.|verb|Seine Beine zucken im Schlaf.|His legs twitch in his sleep.
2720|2632|verb|anschließen|anschließen, schließt an, schloss an, hat angeschlossen|Er schloss das Gerät an den Strom an.|to join, chain to, connect|to connect|He connected the device to the power.|verb|Du kannst dein Handy an meinen Computer anschließen.|You can connect your phone to my computer.
2721|2633|verb|austauschen|austauschen, tauscht aus, tauschte aus, hat ausgetauscht|Sie tauschten ihre Telefonnummern aus.|to exchange, replace|to exchange|They exchanged phone numbers.|verb|Sie tauschen ihre Nummern aus, damit er ihn anrufen kann.|They exchange their numbers so he can call him.
2722|2634|verb|beschleunigen|beschleunigen, beschleunigt, beschleunigte, hat beschleunigt|Er beschleunigte das Auto auf 100 km/h.|to accelerate|to accelerate|He accelerated the car to 100 km/h.|verb|Sie beschleunigt das Auto auf 100 Kilometer pro Stunde.|She accelerates the car to 100 kilometers per hour.
2723|2635|die|die Norm|die Normen|Die Normen werden oft überprüft.|norm|norm|The norms are often reviewed.|noun|Es gibt eine politische Debatte über die Normen und Werte des Landes.|There is a political debate about the norms and values of the country.
2724|2636|verb|anstellen|anstellen, stellt an, stellte an, hat angestellt|Wir stellen neue Mitarbeiter an.|to hire, employ, line up, get into mischief|to hire|We are hiring new employees.|verb|Die Firma stellt im nächsten Jahr mehr als 100 neue Arbeiter an.|The company will hire more than 100 new workers next year.
2725|2637|verb|decken|decken, deckt, deckte, hat gedeckt|Wir decken den Tisch für das Abendessen.|to cover, set|set|We set the table for dinner.|verb|Vor dem Abendessen deckt sie den Tisch.|Before dinner she sets the table.
2726|2638|adj|grob||Die groben Worte verletzten ihn tief.|coarse, rude, gross|rude|The rude words hurt him deeply.|adjective|Obwohl sie freundlich fragt, bekommt sie eine grobe Antwort.|Although she asks nicely, she gets a rude answer.
2727|2639|der|der Protest|die Proteste|Der Protest dauerte mehrere Stunden.|protest|protest|The protest lasted for several hours.|noun|Viele Menschen beteiligen sich an dem friedlichen Protest.|Many people take part in the peaceful protest.
2728|2640|die|die Tour|die Touren|Die Tour umfasste fünf Städte.|tour, trip|tour|The tour included five cities.|noun|Wir machen eine Tour mit dem Fahrrad durch Leipzig.|We are taking a bicycle tour through Leipzig.
2729|2641|der|der Überblick|die Überblicke|Er gab uns einen Überblick zum Thema.|view, overview|overview|He gave us an overview of the topic.|noun|Ich gebe Ihnen einen kurzen Überblick über meinen Vortrag.|I am giving you a short overview of my presentation.
2730|2642|der|der Geschäftsführer|die Geschäftsführer|Der Geschäftsführer begrüßte die Gäste.|manager|manager|The manager welcomed the guests.|noun|Der Geschäftsführer kümmert sich persönlich um das Problem.|The manager personally takes care of the problem.
2731|2643|der|der Griff|die Griffe|Der Griff der Tür ist kaputt gegangen.|handle, grip, grasp|handle|The door handle broke.|noun|Tobias packt das Messer am Griff.|Tobias grabs the knife by the handle.
2732|2644|verb|küssen|küssen, küsst, küsste, hat geküsst|Er küsste sie sanft auf die Wange.|to kiss|to kiss|He kissed her gently on the cheek.|verb|Sie küsst ihn auf den Mund.|She kisses him on the mouth.
2733|2645|der|der Liter|die Liter|Wir benötigen einen Liter Milch.|liter|liter|We need one liter of milk.|noun|Die Flasche enthält einen Liter Milch.|The bottle contains one liter of milk.
2734|2646|das|das Subjekt|die Subjekte|Das Subjekt des Satzes ist markiert.|subject|subject|The subject of the sentence is marked.|noun|Sophia ist das Subjekt in dem Satz “Sophia spielt Fußball.”|Sophia is the subject in the sentence “Sophia plays soccer.”
2735|2647|der|der Außenminister|die Außenminister|Der Außenminister reiste nach Berlin.|foreign minister|foreign minister|The foreign minister traveled to Berlin.|noun|Die Außenministerin trifft sich mit dem türkischen Präsidenten.|The foreign minister is meeting with the Turkish president.
2736|2648|die|die Faser|die Fasern|Die Faser reißt bei hoher Belastung.|fiber|fiber|The fiber tears under high stress.|noun|Die Fasern an der Leiche stammen wahrscheinlich von der Kleidung des Täters.|The fibers on the body are probably from the offender’s clothes.
2737|2649|der|der Schatz|die Schätze|Der Schatz wurde tief vergraben.|treasure, sweetheart|treasure|The treasure was buried deep.|noun|Auf dem Boden des Meeres liegen viele Schätze.|On the bottom of the sea lie many treasures.
2738|2650|adj|sekundär||Die sekundäre Quelle war unzuverlässig.|secondary|secondary|The secondary source was unreliable.|adjective|Der Aspekt ist nur von sekundärer Bedeutung.|This aspect is only of secondary importance.
2739|2651|die|die Zentralbank|die Zentralbanken|Die Zentralbank senkte die Zinsen.|central bank|central bank|The central bank lowered the interest rates.|noun|Die Zentralbank senkt die Zinsen.|The central bank lowers interest rates.
2740|2652|der, die, das|die Alte|die Alten|Die Alte wohnt in dem Haus dort drüben.|old person/thing|old person/thing|The old person lives in that house over there.|noun|Der Alte hat keine Familie mehr, er ist sehr einsam.|The old man has no family; he’s very lonely.
2741|2653|der, die|die Angestellte||Der Angestellte arbeitete fleißig.|employee|employee|The employee worked diligently.|noun|Die Firma hat nur wenige Angestellte.|The company has just a few employees.
2742|2654|adj|dankbar||Ich bin sehr dankbar für deine Hilfe.|grateful|grateful|I am very grateful for your help.|adjective|Wir sind dankbar für die Geschenke und das schöne Fest.|We are grateful for the gifts and the beautiful celebration.
2743|2655|verb|faszinieren|faszinieren, fasziniert, faszinierte, hat fasziniert|Das Schauspiel hat mich sehr fasziniert.|to fascinate|to fascinate|The play fascinated me greatly.|verb|Die Größe des Universums fasziniert die Menschen weltweit.|The size of the universe fascinates people worldwide.
2744|2656|der|der Flur|die Flure|Der Flur war mit Gemälden dekoriert.|hall, corridor|hall|The hall was decorated with paintings.|noun|Die Gäste ziehen ihre Schuhe im Flur aus.|The guests take off their shoes in the hall.
