|frequency_rank|part_of_speech_short|word_de|word_forms_de|sentence_de|word_translations_en|word_en|sentence_en|part_of_speech|sentence_original_de|sentence_original_en
4547|4445|der|der Aufsatz|die Aufsätze|Der Aufsatz wurde gut bewertet.|essay|essay|The essay was well rated.|noun|Ich muss für die Schule morgen noch einen Aufsatz schreiben.|I have an essay to write for school tomorrow.
4548|4446|das|Brandenburg||Brandenburg liegt im Osten Deutschlands.|Brandenburg|Brandenburg|Brandenburg is located in eastern Germany.|noun|Das Bundesland Brandenburg liegt im Nordosten von Deutschland.|The state of Brandenburg lies in the northeast of Germany.
4549|4447|das|das Diagramm|die Diagramme|Das Diagramm zeigt den Umsatzverlauf.|diagram|diagram|The diagram shows the revenue trend.|noun|Wir lernen gerade, wie man die Informationen aus einem Diagramm interpretiert.|We’re learning how to interpret the information from a diagram.
4550|4448|die|die Erleichterung|die Erleichterungen|Die Erleichterung war deutlich.|relief|relief|The relief was evident.|noun|Es ist für mich eine große Erleichterung zu hören, dass du wieder gesund bist.|It’s a great relief to hear you’re well again.
4551|4449|der|der Historiker|die Historiker|Der Historiker schreibt ein Buch.|historian|historian|The historian is writing a book.|noun|Als Historiker beschäftige ich mich wissenschaftlich mit der Geschichte.|As a historian, I deal academically with history.
4552|4450|adj|innovativ||Innovative Ideen führten zum Erfolg.|innovative|innovative|Innovative ideas led to success.|adjective|Mein Chef sagt, ich habe immer sehr innovative Ideen.|My boss says I always have very innovative ideas.
4553|4451|adj|kollektiv||Es war eine kollektive Entscheidung.|collective|collective|It was a collective decision.|adjective|Kollektive Arbeit stärkt das Gefühl der Gruppe.|Collective work strengthens the feeling of the group.
4554|4452|adj|nüchtern||Er bleibt bei der Arbeit nüchtern.|sober, with empty stomach|sober|He stays sober at work.|adjective|Für den Termin beim Arzt muss ich nüchtern sein und esse deswegen nicht.|I have to have an empty stomach for the doctor’s appointment, so I don’t eat.
4555|4453|adj|ungeheuer||Die Größe des Gebäudes war ungeheuer.|tremendous|tremendous|The size of the building was tremendous.|adjective|Es ist ungeheuer wichtig, dass ich heute früher nach Hause gehe.|It’s tremendously important that I go home early today.
4556|4454|das|das Vorurteil|die Vorurteile|Vorurteile führen zu Missverständnissen.|prejudice|prejudice|Prejudices lead to misunderstandings.|noun|Ich versuche, fremden Menschen immer ohne Vorurteile zu begegnen.|I always try to meet strangers without prejudice.
4557|4455|die|die Warnung|die Warnungen|Die Warnung kam leider zu spät.|warning|warning|The warning came too late, unfortunately.|noun|Ich nehme die Warnungen meines Arztes ernst und werde weniger Alkohol trinken.|I take my doctor’s warnings seriously and will drink less alcohol.
4558|4456|das|das Zeugnis|die Zeugnisse|Das Zeugnis wurde ausgestellt.|report, certificate, testimony|certificate|The certificate was issued.|noun|Einen Tag vor den Ferien bekommen wir in der Schule unsere Zeugnisse.|One day before the summer break we get our report cards at school.
4559|4457|verb|anmachen|anmachen, macht an, machte an, hat angemacht|Er macht das Licht an, es wird dunkel.|to turn on|to turn on|He turns on the light as it gets dark.|verb|Wenn es Nacht ist, mache ich das Licht an, um lesen zu können.|When it’s night, I turn on the lights so I can read.
4560|4458|die|die App|die Apps|Die App ist einfach zu bedienen.|app|app|The app is easy to use.|noun|Manche Apps auf dem Handy sind sehr nützlich im Alltag.|Some apps on your mobile phone are very useful in everyday life.
4561|4459|adj|derzeitig||Die derzeitige Lage ist kritisch.|current|current|The current situation is critical.|adjective|Die derzeitige Situation im Land ist sehr gefährlich.|The current situation in the country is very dangerous.
4562|4460|der|der Einblick|die Einblicke|Er hat tiefen Einblick in das Thema.|insight|insight|He has deep insight into the topic.|noun|Das Praktikum verschafft mir einen Einblick in den Job.|The internship gives me an insight into the job.
4563|4461|verb|eingeben|eingeben, gibt ein, gab ein, hat eingegeben|Er gibt die Daten ins System ein.|to enter, input, put in|to input|He inputs the data into the system.|verb|Ich gebe meine Nummer in dein Handy ein, damit du mich morgen anrufen kannst.|I’ll enter my number in your phone so you can call me tomorrow.
4564|4462|die|die Evolution|die Evolutionen|Die Evolution erklärt viele Phänomene.|evolution|evolution|Evolution explains many phenomena.|noun|Die Evolution des Menschen ist nur eine Theorie und nicht bewiesen.|Human evolution is only a theory and not proven.
4565|4463|adj|gigantisch||Das Gebäude hatte gigantische Ausmaße.|gigantic|gigantic|The building had gigantic proportions.|adjective|Das ist ein gigantisches Gebäude.|This is a gigantic building.
4566|4464|die|die Nervenzelle|die Nervenzellen|Die Nervenzelle leitet Signale weiter.|nerve cell, neuron|nerve cell|The nerve cell transmits signals.|noun|Sowohl Menschen als auch Tiere besitzen Nervenzellen und können so zum Beispiel Schmerz spüren.|Both humans and animals have nerve cells and can feel pain, for example.
4567|4465|adj|überflüssig||Diese Information war überflüssig.|superfluous, unnecessary|unnecessary|This information was unnecessary.|adjective|Ein neues Auto zu kaufen, ist überflüssig, das alte fährt noch sehr gut.|Buying a new car is unnecessary, the old one still runs very well.
4568|4466|verb|einteilen|einteilen, teilt ein, teilte ein, hat eingeteilt|Er teilt die Arbeit geschickt ein.|to organize, arrange, divide into|to organize|He skillfully organizes the work.|verb|Der Lehrer teilt die Schüler in mehrere Gruppen ein.|The teacher divides the students into several groups.
4569|4467|die|die Feststellung|die Feststellungen|Die Feststellung erkannte Hauptprobleme.|determination, assessment|assessment|The assessment identified key issues.|noun|Mein Arzt macht die Feststellung, dass ich krank bin.|My doctor makes the assessment that I am ill.
4570|4468|verb|losfahren|losfahren, fährt los, fuhr los, ist losgefahren|Morgen früh fährt er endlich los.|to leave, depart|to depart|He finally departs early tomorrow.|verb|Wir sollten morgen früher losfahren, damit wir eher wieder zu Hause sind.|We should depart early tomorrow so we can get home sooner.
4571|4469|die|die Pistole|die Pistolen|Die Pistole lag ungeladen im Schrank.|pistol|pistol|The pistol lay unloaded in the cabinet.|noun|Der Täter hat eine Pistole dabei und benutzt sie auch.|The perpetrator has a pistol with him and uses it.
4572|4470|verb|schalten|schalten, schaltet, schaltete, hat geschaltet|Er hat das Licht sofort ausgeschaltet.|to switch, shift|to switch|He immediately switched off the light.|verb|Du musst in einen anderen Gang schalten, damit das Auto schneller fährt.|You have to shift gears to make the car go faster.
4573|4471|adj|sowjetisch||Sowjetische Technik war robust.|Soviet|Soviet|Soviet technology was robust.|adjective|Moskau war damals die sowjetische Hauptstadt.|Moscow was the Soviet capital at the time.
4574|4472|verb|überführen|überführen, überführt, überführte, hat überführt|Die Polizei hat ihn überführt.|to transfer|to transfer|The police transferred him.|verb|Die Autos werden nach Amerika überführt.|The cars are being transferred to America.
4575|4473|adj|verbindlich||Ich brauche eine verbindliche Antwort.|binding, authoritative|binding|I need a binding answer.|adjective|Ich brauche eine verbindliche Antwort von dir, ob du zur Party kommst oder nicht.|I need a binding answer from you whether you’re coming to the party or not.
4576|4474|prep|anstelle||Anstelle von Wasser gab es Saft.|instead of|instead of|Instead of water, there was juice.|preposition|Anstelle des Autos nehme ich jetzt immer den Bus.|Instead of the car, I always take the bus.
4577|4475|verb|beleidigen|beleidigen, beleidigt, beleidigte, hat beleidigt|Er beleidigt niemanden ohne Grund.|to insult|to insult|He doesn’t insult anyone without reason.|verb|Die Kinder streiten und beleidigen sich gegenseitig.|The children argue and insult each other.
4578|4476|der|der Diener|die Diener|Der Diener öffnete die schwere Tür.|servant|servant|The servant opened the heavy door.|noun|Es ist nicht üblich, heute noch Diener im Haus zu haben.|It’s not customary to have servants in the house today.
4579|4477|adj|konventionell||Er bevorzugt konventionelle Methoden.|conventional|conventional|He prefers conventional methods.|adjective|Er hat sehr konventionelle Ansichten.|He has very conventional views.
4580|4478|das|das Neutron|die Neutronen|Das Neutron ist elektrisch neutral.|neutron|neutron|The neutron is electrically neutral.|noun|Neutronen haben keine elektrische Ladung.|Neutrons have no electric charge.
4581|4479|adj|organisatorisch||Es gab organisatorische Schwierigkeiten.|organizational|organizational|There were organizational difficulties.|adjective|Aus organisatorischen Gründen müssen wir die Veranstaltung verschieben.|For organizational reasons we have to postpone the event.
4582|4480|adj|reif||Die reifen Äpfel fielen von den Bäumen.|ripe|ripe|The ripe apples fell from the trees.|adjective|Ob eine Frucht reif ist, erkennt man oft schon am Aussehen.|Whether a fruit is ripe can often be seen from its appearance.
4583|4481|der|der Stab|die Stäbe|Der Stab brach in zwei Hälften.|staff|staff|The staff broke in two halves.|noun|Ich gehöre zu einem kleinen Stab von Mitarbeitern in der Firma.|I belong to a small staff of employees in the company.
4584|4482|verb|überholen|überholen, überholt, überholte, hat überholt|Das Auto überholte den Bus schnell.|to pass, overhaul|to pass|The car quickly passed the bus.|verb|Wenn das Auto vor mir zu langsam fährt, überhole ich es.|If the car in front of me drives too slowly, I’ll pass it.
4585|4483|verb|vorangehen|vorangehen, geht voran, ging voran, ist vorangegangen|Er ist dem Team sicher vorangegangen.|to precede, lead (the way)|to lead (the way)|He led the team with confidence.|verb|Der Entscheidung gehen erst lange Diskussionen voran.|The decision is preceded by long discussions.
4586|4484|adv|anderswo||Er suchte anderswo nach Arbeit.|elsewhere|elsewhere|He looked for work elsewhere.|adverb|Anderswo schmeckt es immer besser als zu Hause.|Elsewhere it always tastes better than at home.
4587|4485|adj|empfindlich||Das empfindliche Gerät brach schnell.|sensitive|sensitive|The sensitive device broke quickly.|adjective|Ich habe sehr empfindliche Haut und bekomme deswegen schnell blaue Flecken.|My skin is very sensitive and I get bruises quickly.
4588|4486|die|die Finanzen||Die Finanzen wurden genau geprüft.|finance, finances|finances|The finances were carefully examined.|noun|Meine Mutter kümmert sich um die Finanzen der Familie.|My mother takes care of the family finances.
4589|4487|adj|hilflos||Das hilflose Kind weinte bitterlich.|helpless|helpless|The helpless child cried bitterly.|adjective|Ich sehe meinen Lehrer hilflos an, damit er mir die Aufgabe noch einmal erklärt.|I look helplessly at my teacher so that he explains the task to me again.
4590|4488|der|der Mist||Wegen diesem Mist haben wir verloren.|crap, manure|crap|Because of this crap, we lost.|noun|Anton redet nur Mist, du kannst ihm nichts glauben.|Anton talks crap, you can’t believe anything he says.
4591|4489|verb|münden|münden, mündet, mündete, hat gemündet|Der Fluss mündet ins offene Meer.|to join, meet, flow into|to flow into|The river flows into the open sea.|verb|Der Fluss mündet in das Meer.|The river flows into the sea.
4592|4490|die|die Physiologie||Physiologie untersucht Körperfunktionen.|physiology|physiology|Physiology studies body functions.|noun|Die Physiologie des Menschen ist ein Gebiet in der Medizin.|Human physiology is a field in medicine.
4593|4491|das|das Porträt|die Porträts|Das Porträt hängt im Wohnzimmer.|portrait|portrait|The portrait hangs in the living room.|noun|Ich möchte, dass du ein Porträt von mir malst.|I want you to paint a portrait of me.
4594|4492|die|die Premiere|die Premieren|Die Premiere des Films war ausverkauft.|opening night, premiere|premiere|The film’s premiere was sold out.|noun|Heute gehe ich zu der Premiere des neuen Films.|Today I’m going to the opening night of the new movie.
4595|4493|der|der Schadenersatz||Er erhält Schadenersatz für den Unfall.|compensation|compensation|He receives compensation for the accident.|noun|Nach dem Unfall erhalte ich einen Schadenersatz.|After the accident I receive compensation.
4596|4494|der|der Schrei|die Schreie|Der Schrei hallte durch die Nacht.|scream|scream|The scream echoed through the night.|noun|Das Baby gibt einen lauten Schrei von sich.|The baby gives a loud scream.
4597|4495|die|die Schwangerschaft|die Schwangerschaften|Ihre Schwangerschaft verläuft gut.|pregnancy|pregnancy|Her pregnancy is going well.|noun|Während der Schwangerschaft trinke ich keinen Alkohol, weil es schlecht für mein Kind ist.|I don’t drink alcohol during pregnancy because it’s bad for my child.
4598|4496|der|der Staatsanwalt|die Staatsanwälte|Der Staatsanwalt führte die Anklage.|public prosecutor, district attorney|public prosecutor|The public prosecutor led the prosecution.|noun|Der Staatsanwalt entscheidet, ob ein Mensch angeklagt wird.|The prosecutor decides whether a person should be charged.
